time,numerical_0,numerical_1,exact_0,exact_1
8.62000000,-0.03874991,1.99849788,-0.03874989,1.99849788
8.63000000,-0.01875852,1.99964809,-0.01875849,1.99964809
8.64000000,0.00124038,1.99999846,0.00124040,1.99999846
8.65000000,0.02123879,1.99954886,0.02123881,1.99954886
8.66000000,0.04122869,1.99829947,0.04122872,1.99829947
8.67000000,0.06120211,1.99625079,0.06120213,1.99625078
8.68000000,0.08115105,1.99340363,0.08115107,1.99340363
8.69000000,0.10106752,1.98975914,0.10106755,1.98975913
8.70000000,0.12094358,1.98531877,0.12094360,1.98531876
8.71000000,0.14077125,1.98008429,0.14077128,1.98008429
8.72000000,0.16054262,1.97405782,0.16054265,1.97405781
8.73000000,0.18024978,1.96724174,0.18024980,1.96724173
8.74000000,0.19988483,1.95963880,0.19988486,1.95963879
8.75000000,0.21943994,1.95125202,0.21943996,1.95125201
8.76000000,0.23890727,1.94208477,0.23890730,1.94208476
8.77000000,0.25827905,1.93214071,0.25827907,1.93214070
8.78000000,0.27754751,1.92142382,0.27754753,1.92142381
8.79000000,0.29670496,1.90993839,0.29670498,1.90993838
8.80000000,0.31574373,1.89768901,0.31574375,1.89768900
8.81000000,0.33465621,1.88468058,0.33465623,1.88468056
8.82000000,0.35343483,1.87091830,0.35343485,1.87091828
8.83000000,0.37207208,1.85640768,0.37207210,1.85640766
8.84000000,0.39056051,1.84115452,0.39056053,1.84115450
8.85000000,0.40889272,1.82516492,0.40889274,1.82516490
8.86000000,0.42706137,1.80844528,0.42706140,1.80844526
8.87000000,0.44505921,1.79100229,0.44505923,1.79100227
8.88000000,0.46287903,1.77284292,0.46287905,1.77284289
8.89000000,0.48051371,1.75397443,0.48051373,1.75397441
8.90000000,0.49795618,1.73440438,0.49795620,1.73440436
8.91000000,0.51519948,1.71414059,0.51519950,1.71414057
8.92000000,0.53223671,1.69319117,0.53223673,1.69319115
8.93000000,0.54906105,1.67156450,0.54906107,1.67156447
8.94000000,0.56566577,1.64926922,0.56566579,1.64926919
8.95000000,0.58204423,1.62631425,0.58204425,1.62631422
8.96000000,0.59818989,1.60270878,0.59818991,1.60270875
8.97000000,0.61409627,1.57846225,0.61409629,1.57846222
8.98000000,0.62975703,1.55358435,0.62975705,1.55358433
8.99000000,0.64516589,1.52808505,0.64516591,1.52808502
9.00000000,0.66031669,1.50197452,0.66031671,1.50197449
9.01000000,0.67520337,1.47526323,0.67520339,1.47526320
9.02000000,0.68981999,1.44796186,0.68982001,1.44796182
9.03000000,0.70416068,1.42008131,0.70416070,1.42008128
9.04000000,0.71821972,1.39163276,0.71821974,1.39163272
9.05000000,0.73199148,1.36262757,0.73199150,1.36262753
9.06000000,0.74547045,1.33307734,0.74547047,1.33307731
9.07000000,0.75865125,1.30299391,0.75865127,1.30299387
9.08000000,0.77152860,1.27238929,0.77152861,1.27238925
9.09000000,0.78409734,1.24127573,0.78409736,1.24127569
9.10000000,0.79635246,1.20966568,0.79635247,1.20966564
9.11000000,0.80828904,1.17757178,0.80828906,1.17757174
9.12000000,0.81990232,1.14500687,0.81990234,1.14500683
9.13000000,0.83118765,1.11198397,0.83118767,1.11198393
9.14000000,0.84214052,1.07851629,0.84214053,1.07851625
9.15000000,0.85275654,1.04461722,0.85275655,1.04461718
9.16000000,0.86303147,1.01030032,0.86303148,1.01030027
9.17000000,0.87296120,0.97557931,0.87296121,0.97557926
9.18000000,0.88254175,0.94046808,0.88254177,0.94046803
9.19000000,0.89176931,0.90498067,0.89176932,0.90498063
9.20000000,0.90064016,0.86913129,0.90064017,0.86913124
9.21000000,0.90915077,0.83293426,0.90915078,0.83293422
9.22000000,0.91729774,0.79640407,0.91729775,0.79640403
9.23000000,0.92507779,0.75955534,0.92507780,0.75955529
9.24000000,0.93248783,0.72240279,0.93248784,0.72240274
9.25000000,0.93952488,0.68496128,0.93952489,0.68496124
9.26000000,0.94618614,0.64724581,0.94618615,0.64724576
9.27000000,0.95246894,0.60927144,0.95246895,0.60927139
9.28000000,0.95837076,0.57105337,0.95837077,0.57105332
9.29000000,0.96388924,0.53260689,0.96388925,0.53260684
9.30000000,0.96902219,0.49394737,0.96902219,0.49394732
9.31000000,0.97376753,0.45509028,0.97376754,0.45509023
9.32000000,0.97812339,0.41605116,0.97812339,0.41605111
9.33000000,0.98208800,0.37684563,0.98208801,0.37684558
9.34000000,0.98565980,0.33748936,0.98565980,0.33748931
9.35000000,0.98883734,0.29799810,0.98883734,0.29799805
9.36000000,0.99161936,0.25838765,0.99161936,0.25838760
9.37000000,0.99400475,0.21867384,0.99400475,0.21867379
9.38000000,0.99599255,0.17887257,0.99599255,0.17887252
9.39000000,0.99758196,0.13899975,0.99758196,0.13899970
9.40000000,0.99877235,0.09907133,0.99877236,0.09907128
9.41000000,0.99956325,0.05910329,0.99956326,0.05910324
9.42000000,0.99995434,0.01911160,0.99995434,0.01911155
9.43000000,0.99994546,-0.02088773,0.99994546,-0.02088778
9.44000000,0.99953662,-0.06087870,0.99953661,-0.06087875
9.45000000,0.99872797,-0.10084533,0.99872797,-0.10084538
9.46000000,0.99751984,-0.14077161,0.99751984,-0.14077166
9.47000000,0.99591272,-0.18064159,0.99591272,-0.18064164
9.48000000,0.99390725,-0.22043932,0.99390725,-0.22043937
9.49000000,0.99150423,-0.26014887,0.99150423,-0.26014892
9.50000000,0.98870462,-0.29975437,0.98870462,-0.29975442
9.51000000,0.98550954,-0.33923997,0.98550954,-0.33924002
9.52000000,0.98192027,-0.37858988,0.98192027,-0.37858993
9.53000000,0.97793825,-0.41778835,0.97793825,-0.41778840
9.54000000,0.97356506,-0.45681972,0.97356506,-0.45681977
9.55000000,0.96880247,-0.49566837,0.96880246,-0.49566842
9.56000000,0.96365236,-0.53431875,0.96365235,-0.53431880
9.57000000,0.95811680,-0.57275542,0.95811680,-0.57275546
9.58000000,0.95219801,-0.61096299,0.95219801,-0.61096303
9.59000000,0.94589836,-0.64892618,0.94589835,-0.64892623
9.60000000,0.93922036,-0.68662981,0.93922035,-0.68662986
9.61000000,0.93216668,-0.72405880,0.93216667,-0.72405885
9.62000000,0.92474014,-0.76119817,0.92474014,-0.76119822
9.63000000,0.91694373,-0.79803308,0.91694372,-0.79803312
9.64000000,0.90878055,-0.83454878,0.90878054,-0.83454883
9.65000000,0.90025387,-0.87073067,0.90025385,-0.87073072
9.66000000,0.89136709,-0.90656429,0.89136708,-0.90656433
9.67000000,0.88212379,-0.94203529,0.88212378,-0.94203533
9.68000000,0.87252764,-0.97712949,0.87252763,-0.97712953
9.69000000,0.86258250,-1.01183285,0.86258249,-1.01183289
9.70000000,0.85229234,-1.04613149,0.85229232,-1.04613153
9.71000000,0.84166127,-1.08001169,0.84166125,-1.08001173
9.72000000,0.83069354,-1.11345990,0.83069353,-1.11345994
9.73000000,0.81939355,-1.14646274,0.81939354,-1.14646278
9.74000000,0.80776582,-1.17900701,0.80776580,-1.17900705
9.75000000,0.79581499,-1.21107970,0.79581497,-1.21107974
9.76000000,0.78354584,-1.24266797,0.78354582,-1.24266801
9.77000000,0.77096328,-1.27375919,0.77096327,-1.27375923
9.78000000,0.75807235,-1.30434092,0.75807234,-1.30434096
9.79000000,0.74487820,-1.33440093,0.74487819,-1.33440097
9.80000000,0.73138611,-1.36392720,0.73138610,-1.36392724
9.81000000,0.71760148,-1.39290792,0.71760146,-1.39290796
9.82000000,0.70352981,-1.42133149,0.70352979,-1.42133153
9.83000000,0.68917674,-1.44918655,0.68917672,-1.44918659
9.84000000,0.67454801,-1.47646196,0.67454799,-1.47646199
9.85000000,0.65964947,-1.50314680,0.65964945,-1.50314683
9.86000000,0.64448708,-1.52923040,0.64448706,-1.52923043
9.87000000,0.62906690,-1.55470232,0.62906688,-1.55470236
9.88000000,0.61339511,-1.57955239,0.61339509,-1.57955243
9.89000000,0.59747796,-1.60377066,0.59747794,-1.60377069
9.90000000,0.58132183,-1.62734744,0.58132181,-1.62734748
9.91000000,0.56493318,-1.65027331,0.56493316,-1.65027334
9.92000000,0.54831857,-1.67253909,0.54831855,-1.67253912
9.93000000,0.53148463,-1.69413587,0.53148461,-1.69413590
9.94000000,0.51443811,-1.71505502,0.51443809,-1.71505505
9.95000000,0.49718582,-1.73528817,0.49718579,-1.73528820
9.96000000,0.47973466,-1.75482723,0.47973464,-1.75482726
9.97000000,0.46209161,-1.77366439,0.46209159,-1.77366441
9.98000000,0.44426374,-1.79179210,0.44426371,-1.79179212
9.99000000,0.42625816,-1.80920312,0.42625814,-1.80920314
10.00000000,0.40808209,-1.82589048,0.40808206,-1.82589050
