t,true_x,true_y,kf_x,kf_y,ekf_x,ekf_y,gps_x,gps_y,gps_valid
19.34,7.58815,-5.47784,14.6928,-2.31432,10.4139,-6.7771,0,0,0
19.36,7.48816,-5.47848,14.7495,-2.334,10.3643,-6.80136,0,0,0
19.38,7.38816,-5.47734,14.8061,-2.35367,10.3142,-6.82478,0,0,0
19.4,7.28821,-5.47446,13.8888,-2.43237,9.37234,-5.59042,6.86551,-2.85797,1
19.42,7.18832,-5.46984,13.9392,-2.45243,9.32494,-5.58922,0,0,0
19.44,7.08852,-5.46351,13.9895,-2.4725,9.27777,-5.58721,0,0,0
19.46,6.98884,-5.45549,14.0398,-2.49256,9.23069,-5.5844,0,0,0
19.48,6.88931,-5.4458,14.0902,-2.51262,9.18354,-5.58078,0,0,0
19.5,6.78996,-5.43443,14.1405,-2.53268,9.13669,-5.57639,0,0,0
19.52,6.69081,-5.42141,14.1909,-2.55274,9.08977,-5.57117,0,0,0
19.54,6.59189,-5.40676,14.2412,-2.5728,9.04304,-5.56521,0,0,0
19.56,6.49322,-5.39051,14.2915,-2.59286,8.99674,-5.55853,0,0,0
19.58,6.39483,-5.37268,14.3419,-2.61293,8.9506,-5.5511,0,0,0
19.6,6.29673,-5.35329,13.8814,-3.45516,9.20384,-6.59502,10.1978,-9.38386,1
19.62,6.19894,-5.33237,13.9284,-3.48056,9.15559,-6.59967,0,0,0
19.64,6.10149,-5.30994,13.9754,-3.50596,9.10704,-6.60357,0,0,0
19.66,6.00439,-5.28604,14.0225,-3.53135,9.05853,-6.60672,0,0,0
19.68,5.90766,-5.26069,14.0695,-3.55675,9.01,-6.60915,0,0,0
19.7,5.81131,-5.23391,14.1165,-3.58214,8.96117,-6.61087,0,0,0
19.72,5.71536,-5.20573,14.1635,-3.60754,8.91234,-6.61187,0,0,0
19.74,5.61983,-5.17618,14.2106,-3.63294,8.86356,-6.61216,0,0,0
19.76,5.52473,-5.14528,14.2576,-3.65833,8.81476,-6.61174,0,0,0
19.78,5.43006,-5.11306,14.3046,-3.68373,8.76586,-6.61063,0,0,0
19.8,5.33584,-5.07954,13.5642,-3.73195,8.45057,-5.91485,7.88621,-3.89652,1
19.82,5.24209,-5.04476,13.6061,-3.75749,8.39906,-5.90114,0,0,0
19.84,5.1488,-5.00873,13.6481,-3.78304,8.34778,-5.88674,0,0,0
19.86,5.056,-4.97149,13.69,-3.80858,8.29662,-5.87166,0,0,0
19.88,4.96368,-4.93306,13.7319,-3.83413,8.24571,-5.85592,0,0,0
19.9,4.87185,-4.89346,13.7738,-3.85967,8.19489,-5.83951,0,0,0
19.92,4.78053,-4.85273,13.8157,-3.88521,8.1442,-5.82242,0,0,0
19.94,4.6897,-4.81089,13.8576,-3.91076,8.09377,-5.80473,0,0,0
19.96,4.59939,-4.76795,13.8996,-3.9363,8.04371,-5.78648,0,0,0
19.98,4.50959,-4.72396,13.9415,-3.96185,7.99391,-5.76768,0,0,0
20,4.42031,-4.67891,12.817,-4.64553,6.31834,-6.67335,4.40622,-9.39134,1
20.02,4.33156,-4.63283,12.8513,-4.67534,6.21195,-6.6616,0,0,0
20.04,4.24333,-4.58576,12.8857,-4.70516,6.10596,-6.64866,0,0,0
20.06,4.15563,-4.53771,12.92,-4.73497,6.00019,-6.63456,0,0,0
20.08,4.06846,-4.48871,12.9544,-4.76479,5.89453,-6.61924,0,0,0
20.1,3.98182,-4.43878,12.9887,-4.7946,5.78904,-6.60282,0,0,0
20.12,3.8957,-4.38795,13.0231,-4.82442,5.68379,-6.58532,0,0,0
20.14,3.81011,-4.33624,13.0574,-4.85423,5.57889,-6.56676,0,0,0
20.16,3.72504,-4.28368,13.0918,-4.88405,5.47424,-6.54715,0,0,0
20.18,3.64049,-4.23028,13.1261,-4.91386,5.36966,-6.5265,0,0,0
20.2,3.55646,-4.17607,12.5315,-4.70522,6.53959,-5.3496,7.996,-2.98575,1
20.22,3.47294,-4.12107,12.5618,-4.73349,6.48431,-5.31121,0,0,0
20.24,3.38993,-4.06531,12.592,-4.76176,6.42941,-5.27232,0,0,0
20.26,3.30743,-4.0088,12.6223,-4.79003,6.3747,-5.2328,0,0,0
20.28,3.22542,-3.95157,12.6526,-4.8183,6.32029,-5.19277,0,0,0
20.3,3.14392,-3.89362,12.6828,-4.84656,6.26622,-5.15223,0,0,0
20.32,3.06292,-3.83499,12.7131,-4.87483,6.21266,-5.11135,0,0,0
20.34,2.9824,-3.77569,12.7434,-4.9031,6.15947,-5.07003,0,0,0
20.36,2.90236,-3.71574,12.7736,-4.93137,6.10654,-5.02819,0,0,0
20.38,2.8228,-3.65516,12.8039,-4.95963,6.05417,-4.98612,0,0,0
20.4,2.74371,-3.59396,10.9537,-4.90697,2.07353,-4.39157,-2.60604,-4.32337,1
20.42,2.66508,-3.53218,10.9718,-4.93471,1.90108,-4.30118,0,0,0
20.44,2.5869,-3.46982,10.9899,-4.96245,1.72943,-4.20949,0,0,0
20.46,2.50918,-3.40691,11.0079,-4.9902,1.55845,-4.11666,0,0,0
20.48,2.43189,-3.34345,11.026,-5.01794,1.38829,-4.02276,0,0,0
20.5,2.35503,-3.27947,11.0441,-5.04568,1.21898,-3.92778,0,0,0
20.52,2.27861,-3.21499,11.0621,-5.07342,1.0504,-3.83165,0,0,0
20.54,2.20259,-3.15001,11.0802,-5.10117,0.882512,-3.7345,0,0,0
20.56,2.12699,-3.08456,11.0983,-5.12891,0.715316,-3.63635,0,0,0
20.58,2.05178,-3.01865,11.1163,-5.15665,0.548666,-3.53718,0,0,0
20.6,1.97697,-2.95229,10.1387,-4.72747,1.65166,-2.45862,2.95864,-1.43257,1
20.62,1.90254,-2.88551,10.1503,-4.75224,1.54511,-2.32787,0,0,0
20.64,1.82848,-2.81832,10.1619,-4.77702,1.43936,-2.19662,0,0,0
20.66,1.75478,-2.75072,10.1735,-4.8018,1.33431,-2.0648,0,0,0
20.68,1.68144,-2.68274,10.1851,-4.82658,1.23005,-1.93248,0,0,0
20.7,1.60845,-2.61439,10.1967,-4.85135,1.12638,-1.7995,0,0,0
20.72,1.53579,-2.54568,10.2083,-4.87613,1.02341,-1.666,0,0,0
20.74,1.46346,-2.47663,10.2199,-4.90091,0.920969,-1.53176,0,0,0
20.76,1.39145,-2.40725,10.2315,-4.92569,0.819219,-1.39709,0,0,0
20.78,1.31974,-2.33755,10.2431,-4.95046,0.718174,-1.26207,0,0,0
20.8,1.24833,-2.26754,9.11122,-4.52067,0.735914,-1.17808,0.865517,-1.24277,1
20.82,1.17721,-2.19724,9.11541,-4.5425,0.639216,-1.04482,0,0,0
20.84,1.10637,-2.12666,9.11959,-4.56433,0.542928,-0.910944,0,0,0
20.86,1.0358,-2.05581,9.12377,-4.58615,0.447123,-0.776681,0,0,0
20.88,0.965492,-1.9847,9.12796,-4.60798,0.351753,-0.642092,0,0,0
20.9,0.895432,-1.91334,9.13214,-4.62981,0.256692,-0.507023,0,0,0
20.92,0.825612,-1.84175,9.13632,-4.65164,0.162029,-0.371608,0,0,0
20.94,0.756024,-1.76994,9.14051,-4.67347,0.067775,-0.235868,0,0,0
20.96,0.686656,-1.69791,9.14469,-4.69529,-0.0259832,-0.0999631,0,0,0
20.98,0.617499,-1.62568,9.14888,-4.71712,-0.119301,0.0361564,0,0,0
21,0.548545,-1.55325,8.8793,-3.78592,3.20446,1.57775,6.9052,3.08636,1
21.02,0.479781,-1.48065,8.88171,-3.80157,3.20825,1.69533,0,0,0
21.04,0.411199,-1.40787,8.88411,-3.81721,3.21234,1.81286,0,0,0
21.06,0.342789,-1.33493,8.88652,-3.83285,3.21672,1.93053,0,0,0
21.08,0.274544,-1.26184,8.88893,-3.8485,3.22135,2.04821,0,0,0
21.1,0.206455,-1.1886,8.89133,-3.86414,3.22625,2.16594,0,0,0
21.12,0.138509,-1.11523,8.89374,-3.87979,3.23139,2.28353,0,0,0
21.14,0.070698,-1.04173,8.89615,-3.89543,3.23678,2.40115,0,0,0
21.16,0.00301439,-0.96812,8.89856,-3.91107,3.24234,2.5187,0,0,0
21.18,-0.0645544,-0.894402,8.90096,-3.92672,3.24812,2.6361,0,0,0
21.2,-0.131972,-0.820544,7.45606,-3.78025,0.810996,0.41542,-2.98053,-2.61124,1
21.22,-0.199195,-0.74651,7.44907,-3.79484,0.768409,0.487379,0,0,0
21.24,-0.266223,-0.6723,7.44209,-3.80943,0.725944,0.559515,0,0,0
21.26,-0.333057,-0.597914,7.4351,-3.82402,0.683587,0.631883,0,0,0
21.28,-0.399697,-0.523355,7.42812,-3.83861,0.641402,0.704347,0,0,0
21.3,-0.466142,-0.448622,7.42114,-3.85321,0.599264,0.777141,0,0,0
21.32,-0.532392,-0.373716,7.41415,-3.8678,0.557348,0.849997,0,0,0
21.34,-0.598447,-0.298637,7.40717,-3.88239,0.515622,0.922976,0,0,0
21.36,-0.664306,-0.223387,7.40018,-3.89698,0.474058,0.996114,0,0,0
21.38,-0.729968,-0.147965,7.3932,-3.91157,0.432642,1.06941,0,0,0
21.4,-0.795433,-0.0723714,6.34916,-4.09587,0.101696,-1.67605,-1.12904,-5.31958,1
21.42,-0.860699,0.00339319,6.33545,-4.11156,0.0970239,-1.67152,0,0,0
21.44,-0.925897,0.0792169,6.32173,-4.12725,0.0925715,-1.66717,0,0,0
21.46,-0.991162,0.154983,6.30802,-4.14295,0.0881279,-1.66285,0,0,0
21.48,-1.05651,0.230681,6.29431,-4.15864,0.0837848,-1.65863,0,0,0
21.5,-1.12194,0.306301,6.28059,-4.17433,0.0794451,-1.65443,0,0,0
21.52,-1.18747,0.381839,6.26688,-4.19003,0.0751431,-1.65028,0,0,0
21.54,-1.2531,0.457291,6.25317,-4.20572,0.0708705,-1.64616,0,0,0
21.56,-1.31883,0.532648,6.23945,-4.22141,0.0666931,-1.64215,0,0,0
21.58,-1.38469,0.6079,6.22574,-4.23711,0.0627594,-1.63838,0,0,0
21.6,-1.45067,0.683043,4.7887,-4.24418,-1.5825,-2.09991,-5.47488,-4.18204,1
21.62,-1.51678,0.758073,4.76575,-4.25982,-1.60498,-2.08944,0,0,0
21.64,-1.58303,0.832981,4.74281,-4.27546,-1.62756,-2.07898,0,0,0
21.66,-1.64943,0.907757,4.71986,-4.29109,-1.65012,-2.06858,0,0,0
21.68,-1.71598,0.98239,4.69691,-4.30673,-1.67261,-2.05827,0,0,0
21.7,-1.7827,1.05688,4.67396,-4.32237,-1.69499,-2.04808,0,0,0
21.72,-1.84959,1.13122,4.65101,-4.338,-1.71769,-2.03779,0,0,0
21.74,-1.91665,1.2054,4.62806,-4.35364,-1.74051,-2.02751,0,0,0
21.76,-1.9839,1.27941,4.60511,-4.36928,-1.76327,-2.01733,0,0,0
21.78,-2.05134,1.35324,4.58216,-4.38492,-1.78594,-2.00724,0,0,0
21.8,-2.11899,1.42689,3.32655,-3.18313,-4.08421,0.937242,-5.56215,5.59569,1
21.82,-2.18686,1.50033,3.29561,-3.19087,-4.20933,1.00637,0,0,0
21.84,-2.25495,1.57357,3.26466,-3.19861,-4.33448,1.075,0,0,0
21.86,-2.32325,1.6466,3.23371,-3.20634,-4.45993,1.14329,0,0,0
21.88,-2.39179,1.71943,3.20276,-3.21408,-4.5855,1.21121,0,0,0
21.9,-2.46056,1.79202,3.17182,-3.22182,-4.71128,1.27868,0,0,0
21.92,-2.52959,1.86438,3.14087,-3.22956,-4.83738,1.34579,0,0,0
21.94,-2.59887,1.93649,3.10992,-3.23729,-4.96369,1.4124,0,0,0
21.96,-2.66842,2.00834,3.07897,-3.24503,-5.09037,1.47864,0,0,0
21.98,-2.73825,2.07992,3.04803,-3.25277,-5.21719,1.54435,0,0,0
22,-2.80837,2.15122,1.99514,-2.97668,-5.17627,0.659498,-5.37409,-0.929963,1
22.02,-2.87878,2.22223,1.95756,-2.98257,-5.29226,0.6932,0,0,0
22.04,-2.9495,2.29293,1.91998,-2.98847,-5.40833,0.726395,0,0,0
22.06,-3.02053,2.36332,1.8824,-2.99436,-5.52458,0.759095,0,0,0
22.08,-3.0919,2.43337,1.84482,-3.00026,-5.6409,0.791231,0,0,0
22.1,-3.16362,2.50305,1.80724,-3.00615,-5.75743,0.82274,0,0,0
22.12,-3.2357,2.57237,1.76966,-3.01205,-5.87374,0.853542,0,0,0
22.14,-3.30815,2.64129,1.73209,-3.01795,-5.99031,0.883744,0,0,0
22.16,-3.38098,2.70982,1.69451,-3.02384,-6.10691,0.913314,0,0,0
22.18,-3.4542,2.77793,1.65693,-3.02974,-6.22354,0.942177,0,0,0
22.2,-3.52783,2.84559,1.31504,-2.48353,-3.89635,0.966799,-0.879319,1.49768,1
22.22,-3.60189,2.91279,1.27549,-2.48584,-3.93763,0.98992,0,0,0
22.24,-3.67638,2.9795,1.23594,-2.48816,-3.97919,1.01286,0,0,0
22.26,-3.75134,3.0457,1.19638,-2.49047,-4.02077,1.03546,0,0,0
22.28,-3.82675,3.11137,1.15683,-2.49279,-4.06259,1.05781,0,0,0
22.3,-3.90265,3.17648,1.11728,-2.4951,-4.10473,1.07994,0,0,0
22.32,-3.97906,3.24099,1.07772,-2.49741,-4.14716,1.10182,0,0,0
22.34,-4.05599,3.30488,1.03817,-2.49973,-4.18988,1.12341,0,0,0
22.36,-4.13347,3.3681,0.998616,-2.50204,-4.23266,1.14456,0,0,0
22.38,-4.21151,3.43062,0.959062,-2.50435,-4.27559,1.16532,0,0,0
22.4,-4.29015,3.49239,0.437991,-2.0421,-3.75321,1.1506,-3.03423,1.30786,1
22.42,-4.36939,3.5534,0.395314,-2.0414,-3.78034,1.16495,0,0,0
22.44,-4.44925,3.61358,0.352636,-2.0407,-3.80757,1.17901,0,0,0
22.46,-4.52977,3.67288,0.309958,-2.04,-3.83497,1.1928,0,0,0
22.48,-4.61097,3.73125,0.26728,-2.0393,-3.86268,1.20634,0,0,0
22.5,-4.69287,3.78863,0.224602,-2.0386,-3.89057,1.21958,0,0,0
22.52,-4.77549,3.84496,0.181925,-2.0379,-3.91855,1.23242,0,0,0
22.54,-4.85886,3.90018,0.139247,-2.03719,-3.94666,1.24487,0,0,0
22.56,-4.94301,3.9542,0.0965692,-2.03649,-3.97494,1.25695,0,0,0
22.58,-5.02797,4.00694,0.0538914,-2.03579,-4.00334,1.26858,0,0,0
22.6,-5.11375,4.05833,-1.27129,-1.1221,-7.21626,3.11259,-10.5194,5.46148,1
22.62,-5.20037,4.10831,-1.32229,-1.11547,-7.35007,3.17548,0,0,0
22.64,-5.28782,4.15681,-1.37329,-1.10885,-7.48476,3.23602,0,0,0
22.66,-5.37608,4.20381,-1.42429,-1.10222,-7.62049,3.29435,0,0,0
22.68,-5.46518,4.24922,-1.47529,-1.0956,-7.75718,3.35027,0,0,0
22.7,-5.5551,4.29296,-1.52629,-1.08897,-7.89487,3.40367,0,0,0
22.72,-5.64584,4.33499,-1.57729,-1.08235,-8.03366,3.45447,0,0,0
22.74,-5.73737,4.37526,-1.62829,-1.07572,-8.17347,3.50266,0,0,0
22.76,-5.82968,4.41371,-1.67929,-1.0691,-8.31436,3.54815,0,0,0
22.78,-5.92275,4.45028,-1.73029,-1.06247,-8.45612,3.59085,0,0,0
22.8,-6.01656,4.48493,-2.86393,-0.567563,-9.52536,3.43784,-10.6709,2.95345,1
22.82,-6.11106,4.51763,-2.92195,-0.557769,-9.69751,3.45703,0,0,0
22.84,-6.20623,4.54833,-2.97998,-0.547975,-9.87008,3.47259,0,0,0
22.86,-6.30204,4.57697,-3.038,-0.538181,-10.0428,3.48446,0,0,0
22.88,-6.39844,4.60352,-3.09603,-0.528388,-10.216,3.49257,0,0,0
22.9,-6.49541,4.62797,-3.15405,-0.518594,-10.3893,3.49696,0,0,0
22.92,-6.59288,4.65029,-3.21208,-0.5088,-10.5625,3.4975,0,0,0
22.94,-6.69082,4.67046,-3.2701,-0.499006,-10.7357,3.49424,0,0,0
22.96,-6.78919,4.68846,-3.32813,-0.489213,-10.9088,3.48716,0,0,0
22.98,-6.88793,4.70427,-3.38615,-0.479419,-11.0818,3.47621,0,0,0
23,-6.987,4.71787,-4.14344,0.233521,-10.309,4.30268,-9.18585,5.30391,1
23.02,-7.08635,4.72923,-4.206,0.247877,-10.4562,4.32063,0,0,0
23.04,-7.18593,4.73834,-4.26857,0.262233,-10.6037,4.33523,0,0,0
23.06,-7.28569,4.74519,-4.33113,0.27659,-10.7518,4.34653,0,0,0
23.08,-7.38559,4.74975,-4.39369,0.290946,-10.8999,4.35446,0,0,0
23.1,-7.48556,4.75201,-4.45625,0.305302,-11.0483,4.35897,0,0,0
23.12,-7.58556,4.752,-4.51882,0.319659,-11.1968,4.36009,0,0,0
23.14,-7.68553,4.74972,-4.58138,0.334015,-11.3452,4.35786,0,0,0
23.16,-7.78542,4.74518,-4.64394,0.348371,-11.4935,4.35231,0,0,0
23.18,-7.88519,4.73836,-4.7065,0.362728,-11.6416,4.34338,0,0,0
23.2,-7.98477,4.72925,-5.36382,0.860455,-10.7803,4.33163,-9.6526,4.34605,1
23.22,-8.08412,4.71788,-5.43024,0.877948,-10.896,4.32247,0,0,0
23.24,-8.18319,4.70427,-5.49666,0.895441,-11.0116,4.31072,0,0,0
23.26,-8.28192,4.68842,-5.56308,0.912934,-11.1272,4.29636,0,0,0
23.28,-8.38027,4.67033,-5.62951,0.930427,-11.2423,4.27939,0,0,0
23.3,-8.47818,4.65002,-5.69593,0.94792,-11.3572,4.25977,0,0,0
23.32,-8.57562,4.62752,-5.76235,0.965412,-11.4717,4.23751,0,0,0
23.34,-8.67252,4.60285,-5.82877,0.982905,-11.5859,4.21271,0,0,0
23.36,-8.76885,4.57599,-5.89519,1.0004,-11.6996,4.18526,0,0,0
23.38,-8.86454,4.54698,-5.96161,1.01789,-11.8126,4.15524,0,0,0
23.4,-8.95958,4.51586,-6.95523,2.19012,-12.7081,6.79299,-13.6412,10.5169,1
23.42,-9.05389,4.48263,-7.02767,2.2151,-12.8465,6.8225,0,0,0
23.44,-9.14744,4.4473,-7.10011,2.24009,-12.9856,6.84893,0,0,0
23.46,-9.24018,4.40991,-7.17254,2.26507,-13.1252,6.87222,0,0,0
23.48,-9.33209,4.3705,-7.24498,2.29006,-13.2655,6.89246,0,0,0
23.5,-9.4231,4.32907,-7.31742,2.31505,-13.406,6.90958,0,0,0
23.52,-9.51319,4.28568,-7.38986,2.34003,-13.5471,6.92364,0,0,0
23.54,-9.60233,4.24035,-7.4623,2.36502,-13.6883,6.93465,0,0,0
23.56,-9.69046,4.19311,-7.53473,2.39,-13.8299,6.94261,0,0,0
23.58,-9.77755,4.14396,-7.60717,2.41499,-13.9716,6.94752,0,0,0
23.6,-9.86356,4.09296,-8.38407,3.08023,-13.8056,7.26278,-13.464,7.6971,1
23.62,-9.94848,4.04014,-8.46108,3.10937,-13.9376,7.26995,0,0,0
23.64,-10.0322,3.98553,-8.53809,3.13851,-14.07,7.27434,0,0,0
23.66,-10.1148,3.92917,-8.6151,3.16765,-14.2024,7.2759,0,0,0
23.68,-10.1963,3.8711,-8.69211,3.19679,-14.3347,7.27473,0,0,0
23.7,-10.2764,3.81135,-8.76912,3.22593,-14.4668,7.27079,0,0,0
23.72,-10.3554,3.74993,-8.84613,3.25507,-14.5988,7.26411,0,0,0
23.74,-10.433,3.6869,-8.92314,3.28421,-14.7308,7.25468,0,0,0
23.76,-10.5093,3.6223,-9.00014,3.31335,-14.8624,7.24255,0,0,0
23.78,-10.5843,3.55615,-9.07715,3.34249,-14.9942,7.22766,0,0,0
23.8,-10.6579,3.48848,-9.28256,3.43734,-12.7751,5.84255,-10.2084,3.91121,1
23.82,-10.7302,3.41934,-9.3604,3.46691,-12.8265,5.81961,0,0,0
23.84,-10.801,3.34878,-9.43824,3.49648,-12.8775,5.79567,0,0,0
23.86,-10.8705,3.27681,-9.51609,3.52604,-12.928,5.77065,0,0,0
23.88,-10.9384,3.20347,-9.59393,3.55561,-12.978,5.74467,0,0,0
23.9,-11.005,3.12881,-9.67177,3.58518,-13.0273,5.71772,0,0,0
23.92,-11.07,3.05287,-9.74961,3.61474,-13.0763,5.6897,0,0,0
23.94,-11.1336,2.97569,-9.82745,3.64431,-13.1247,5.66078,0,0,0
23.96,-11.1957,2.89728,-9.9053,3.67388,-13.1726,5.63089,0,0,0
23.98,-11.2562,2.8177,-9.98314,3.70344,-13.2198,5.60016,0,0,0
24,-11.3153,2.73699,-10.0842,2.92471,-12.1895,2.75907,-10.252,-2.90394,1
24.02,-11.3728,2.65519,-10.1622,2.94903,-12.204,2.7211,0,0,0
24.04,-11.4287,2.57232,-10.2402,2.97335,-12.2178,2.68294,0,0,0
24.06,-11.4831,2.48841,-10.3182,2.99767,-12.2308,2.64448,0,0,0
24.08,-11.536,2.4035,-10.3962,3.022,-12.2431,2.60584,0,0,0
24.1,-11.5872,2.31765,-10.4742,3.04632,-12.2547,2.56701,0,0,0
24.12,-11.637,2.23088,-10.5522,3.07064,-12.2655,2.52797,0,0,0
24.14,-11.6851,2.14322,-10.6302,3.09496,-12.2758,2.48854,0,0,0
24.16,-11.7316,2.05471,-10.7082,3.11928,-12.2853,2.44891,0,0,0
24.18,-11.7765,1.96537,-10.7862,3.1436,-12.2941,2.40904,0,0,0
24.2,-11.8199,1.87524,-10.6275,2.82381,-11.2804,1.94657,-8.92068,0.342409,1
24.22,-11.8616,1.78437,-10.7039,2.8459,-11.2805,1.92242,0,0,0
24.24,-11.9017,1.69279,-10.7804,2.86799,-11.2801,1.89814,0,0,0
24.26,-11.9403,1.60052,-10.8569,2.89008,-11.2794,1.87383,0,0,0
24.28,-11.9773,1.5076,-10.9333,2.91217,-11.2782,1.84956,0,0,0
24.3,-12.0126,1.41405,-11.0098,2.93426,-11.2766,1.82526,0,0,0
24.32,-12.0463,1.31991,-11.0862,2.95634,-11.2745,1.80115,0,0,0
24.34,-12.0784,1.22521,-11.1627,2.97843,-11.2721,1.77692,0,0,0
24.36,-12.1089,1.12997,-11.2391,3.00052,-11.2692,1.75261,0,0,0
24.38,-12.1378,1.03423,-11.3156,3.02261,-11.2659,1.72823,0,0,0
24.4,-12.165,0.938009,-11.044,2.73287,-10.6651,1.41675,-8.53381,0.484302,1
24.42,-12.1906,0.841347,-11.1182,2.75294,-10.6576,1.39119,0,0,0
24.44,-12.2146,0.744268,-11.1924,2.77301,-10.6496,1.36563,0,0,0
24.46,-12.237,0.646802,-11.2666,2.79307,-10.6412,1.34034,0,0,0
24.48,-12.2577,0.548977,-11.3407,2.81314,-10.6324,1.31534,0,0,0
24.5,-12.2768,0.450823,-11.4149,2.8332,-10.6233,1.29047,0,0,0
24.52,-12.2943,0.352367,-11.4891,2.85327,-10.6136,1.26565,0,0,0
24.54,-12.3102,0.253637,-11.5633,2.87333,-10.6036,1.24094,0,0,0
24.56,-12.3245,0.154661,-11.6375,2.8934,-10.5931,1.21636,0,0,0
24.58,-12.3371,0.0554635,-11.7117,2.91346,-10.5822,1.19196,0,0,0
24.6,-12.3481,-0.0439306,-11.9912,2.09915,-11.2017,-1.0991,-13.4717,-3.91758,1
24.62,-12.3574,-0.143493,-12.0668,2.1138,-11.1608,-1.19864,0,0,0
24.64,-12.3651,-0.243195,-12.1423,2.12845,-11.1182,-1.29744,0,0,0
24.66,-12.3712,-0.343011,-12.2178,2.1431,-11.074,-1.39567,0,0,0
24.68,-12.3756,-0.442913,-12.2934,2.15775,-11.0282,-1.49297,0,0,0
24.7,-12.3783,-0.542874,-12.3689,2.1724,-10.9808,-1.58951,0,0,0
24.72,-12.3794,-0.642868,-12.4444,2.18705,-10.9319,-1.68507,0,0,0
24.74,-12.3787,-0.742864,-12.52,2.20171,-10.8814,-1.77977,0,0,0
24.76,-12.3764,-0.842836,-12.5955,2.21636,-10.8293,-1.8735,0,0,0
24.78,-12.3724,-0.942754,-12.671,2.23101,-10.7756,-1.96641,0,0,0
24.8,-12.3667,-1.04259,-12.98,1.99949,-11.8007,-0.893223,-14.6632,0.224352,1
24.82,-12.3592,-1.14231,-13.057,2.01254,-11.783,-0.946649,0,0,0
24.84,-12.35,-1.24188,-13.1341,2.0256,-11.7644,-0.999887,0,0,0
24.86,-12.339,-1.34128,-13.2111,2.03865,-11.7448,-1.05273,0,0,0
24.88,-12.3263,-1.44046,-13.2882,2.0517,-11.7244,-1.10499,0,0,0
24.9,-12.3117,-1.53939,-13.3652,2.06476,-11.703,-1.15686,0,0,0
24.92,-12.2953,-1.63804,-13.4422,2.07781,-11.6806,-1.20864,0,0,0
24.94,-12.2771,-1.73637,-13.5193,2.09087,-11.6572,-1.26003,0,0,0
24.96,-12.2571,-1.83433,-13.5963,2.10392,-11.6328,-1.31102,0,0,0
24.98,-12.2351,-1.93189,-13.6734,2.11697,-11.6075,-1.3615,0,0,0
25,-12.2113,-2.02901,-14.0408,0.896216,-12.5237,-4.26407,-16.135,-8.00081,1
25.02,-12.1856,-2.12565,-14.1198,0.901264,-12.5332,-4.39931,0,0,0
25.04,-12.158,-2.22176,-14.1987,0.906312,-12.54,-4.53476,0,0,0
25.06,-12.1284,-2.31729,-14.2776,0.911359,-12.5441,-4.67034,0,0,0
25.08,-12.0969,-2.4122,-14.3566,0.916407,-12.5455,-4.8058,0,0,0
25.1,-12.0635,-2.50644,-14.4355,0.921455,-12.5441,-4.94124,0,0,0
25.12,-12.0281,-2.59997,-14.5144,0.926503,-12.5399,-5.07643,0,0,0
25.14,-11.9908,-2.69274,-14.5933,0.931551,-12.533,-5.21138,0,0,0
25.16,-11.9515,-2.78469,-14.6723,0.936599,-12.5231,-5.3462,0,0,0
25.18,-11.9102,-2.87578,-14.7512,0.941647,-12.5104,-5.48081,0,0,0
25.2,-11.867,-2.96596,-14.7826,0.777089,-13.3308,-3.12335,-14.4396,-0.445942,1
25.22,-11.8218,-3.05518,-14.8612,0.781036,-13.3286,-3.17454,0,0,0
25.24,-11.7747,-3.14339,-14.9398,0.784984,-13.3254,-3.22562,0,0,0
25.26,-11.7257,-3.23055,-15.0184,0.788931,-13.3209,-3.27649,0,0,0
25.28,-11.6748,-3.31662,-15.0971,0.792878,-13.3154,-3.32711,0,0,0
25.3,-11.622,-3.40153,-15.1757,0.796826,-13.3088,-3.3775,0,0,0
25.32,-11.5673,-3.48524,-15.2543,0.800773,-13.3011,-3.4277,0,0,0
25.34,-11.5107,-3.5677,-15.3329,0.804721,-13.2922,-3.47772,0,0,0
25.36,-11.4523,-3.64888,-15.4115,0.808668,-13.2823,-3.52745,0,0,0
25.38,-11.3922,-3.72876,-15.4902,0.812615,-13.2712,-3.57687,0,0,0
25.4,-11.3302,-3.80727,-14.4018,0.00593345,-10.7178,-4.8129,-5.98637,-5.83952,1
25.42,-11.2666,-3.88438,-14.4728,0.00462082,-10.6391,-4.87353,0,0,0
25.44,-11.2012,-3.96003,-14.5439,0.00330818,-10.5592,-4.93233,0,0,0
25.46,-11.1341,-4.03419,-14.6149,0.00199554,-10.4779,-4.9894,0,0,0
25.48,-11.0654,-4.10684,-14.686,0.00068291,-10.3952,-5.04475,0,0,0
25.5,-10.9951,-4.17793,-14.757,-0.000629726,-10.3113,-5.09822,0,0,0
25.52,-10.9232,-4.24743,-14.8281,-0.00194236,-10.2262,-5.14977,0,0,0
25.54,-10.8498,-4.31533,-14.8991,-0.003255,-10.1401,-5.19941,0,0,0
25.56,-10.7748,-4.38157,-14.9702,-0.00456763,-10.053,-5.24709,0,0,0
25.58,-10.6985,-4.44614,-15.0412,-0.00588027,-9.96486,-5.2928,0,0,0
25.6,-10.6207,-4.50902,-15.1311,-0.680827,-11.8524,-5.22836,-15.2672,-5.53841,1
25.62,-10.5416,-4.57015,-15.2023,-0.686511,-11.8148,-5.27435,0,0,0
25.64,-10.4611,-4.62952,-15.2735,-0.692194,-11.7763,-5.31945,0,0,0
