t,x,y,v,theta,cte,steer_deg,accel
14.28,56.0289,40.2464,7.10811,1.95426,2.53444,30.023,1.7812
14.3,55.9736,40.3777,7.14374,1.98476,2.47513,30.023,1.71005
14.32,55.914,40.5079,7.17794,2.01541,2.41844,30.023,1.64175
14.34,55.8501,40.6369,7.21077,2.04621,2.36063,30.023,1.57618
14.36,55.782,40.7643,7.2423,2.07714,2.28251,30.023,1.51322
14.38,55.7096,40.8902,7.27256,2.10821,2.20685,30.023,1.45278
14.4,55.6331,41.0142,7.30162,2.1394,2.13408,30.023,1.39475
14.42,55.5524,41.1362,7.32951,2.17072,2.06467,30.023,1.33904
14.44,55.4676,41.2561,7.35629,2.20215,1.9697,30.023,1.28556
14.46,55.3787,41.3737,7.382,2.2337,1.87653,30.023,1.23421
14.48,55.2859,41.4888,7.40669,2.26535,1.78653,30.023,1.18491
14.5,55.1891,41.6012,7.43039,2.2971,1.7004,30.023,1.13758
14.52,55.0885,41.7109,7.45314,2.32896,1.59919,30.023,1.09215
14.54,54.9842,41.8177,7.47498,2.36091,1.48664,30.023,1.04852
14.56,54.8762,41.9213,7.49595,2.39295,1.37734,30.023,1.00664
14.58,54.7646,42.0217,7.51608,2.42508,1.27236,30.023,0.966435
14.6,54.6495,42.1187,7.53541,2.4573,1.17313,30.023,0.927834
14.62,54.531,42.2122,7.55397,2.48959,1.05009,28.6897,0.890774
14.64,54.4094,42.3021,7.57178,2.52025,0.917575,28.6897,0.855195
14.66,54.2848,42.3885,7.58889,2.55098,0.788813,28.6897,0.821036
14.68,54.1573,42.4711,7.60531,2.58178,0.666364,28.6897,0.788242
14.7,54.0271,42.55,7.62107,2.61264,0.55484,28.6897,0.756758
14.72,53.8942,42.6249,7.63621,2.64356,0.462655,-30.023,0.726531
14.74,53.7611,42.7001,7.65074,2.61084,0.326818,-30.023,0.697512
14.76,53.6303,42.7798,7.66469,2.57806,0.174415,-30.023,0.669652
14.78,53.502,42.8639,7.67808,2.54523,0.0268425,-30.023,0.642904
14.8,53.3763,42.9523,7.69094,2.51233,0.134127,-30.023,0.617225
14.82,53.2533,43.0449,7.70329,2.47938,0.287133,-30.023,0.592572
14.84,53.1333,43.1417,7.71514,2.44638,0.440725,-30.023,0.568903
14.86,53.0164,43.2425,7.72651,2.41333,0.503678,26.8243,0.54618
14.88,52.8995,43.3438,7.73744,2.44229,0.600564,26.8243,0.524365
14.9,52.7796,43.4417,7.74793,2.4713,0.720765,26.8243,0.50342
14.92,52.6567,43.5363,7.75799,2.50034,0.854538,-30.023,0.483312
14.94,52.5338,43.6312,7.76766,2.46711,0.99456,-30.023,0.464008
14.96,52.4141,43.7303,7.77694,2.43384,1.105,-30.023,0.445474
14.98,52.2975,43.8334,7.78585,2.40053,1.21169,-30.023,0.427681
15,52.1843,43.9405,7.7944,2.36718,1.32487,-30.023,0.410599
15.02,52.0747,44.0514,7.80262,2.3338,1.44293,-30.023,0.394198
15.04,51.9687,44.166,7.8105,2.30038,1.5647,28.1975,0.378453
15.06,51.8627,44.2809,7.81807,2.33141,1.66153,30.023,0.324858
15.08,51.753,44.3924,7.82457,2.36489,1.76823,30.023,0.311873
15.1,51.6395,44.5002,7.8308,2.3984,1.88542,-29.0353,0.299416
15.12,51.5259,44.6081,7.83679,2.36619,2.00814,-29.0353,0.287456
15.14,51.4157,44.7196,7.84254,2.33395,2.12296,-25.9073,0.167555
15.16,51.3089,44.8345,7.84589,2.30573,2.22431,-25.9073,0.160834
15.18,51.2053,44.9524,7.84911,2.27749,2.32867,-25.9073,0.15441
15.2,51.1051,45.0732,7.8522,2.24925,2.43559,-25.9073,0.148243
15.22,51.0082,45.1969,7.85516,2.22099,2.53589,30.023,-0.0360391
15.24,50.911,45.3203,7.85444,2.25461,2.62733,30.023,-0.0346463
15.26,50.8098,45.4404,7.85375,2.28823,2.72876,30.023,-0.0332625
15.28,50.7045,45.557,7.85308,2.32185,2.83901,-22.919,-0.0319339
15.3,50.5988,45.6731,7.85244,2.29726,2.93955,-20.4354,-0.163524
15.32,50.4958,45.7916,7.84917,2.27559,3.03664,-20.4354,-0.157027
15.34,50.3954,45.9122,7.84603,2.25393,3.13598,-20.4354,-0.150755
15.36,50.2977,46.035,7.84302,2.23228,3.22938,-20.6698,-0.29335
15.38,50.2027,46.1598,7.83715,2.21037,3.31295,-20.6698,-0.281672
15.4,50.1106,46.2865,7.83152,2.18848,3.39882,-20.6698,-0.270421
15.42,50.0213,46.4151,7.82611,2.1666,3.4775,-25.9432,-0.689621
15.44,49.9354,46.5458,7.81232,2.13842,3.5472,-25.9432,-0.662188
15.46,49.8533,46.6786,7.79907,2.11029,3.61833,30.023,-0.635739
15.48,49.771,46.8109,7.78636,2.14365,3.69184,-30.023,-1.76195
15.5,49.689,46.9429,7.75112,2.11039,3.75387,-30.023,-1.69187
15.52,49.6118,47.0769,7.71728,2.07728,3.81628,-30.023,-1.6243
15.54,49.5393,47.2128,7.6848,2.04432,3.87897,-30.023,-1.55942
15.56,49.4716,47.3504,7.65361,2.01149,3.94099,-30.023,-3.34681
15.58,49.4088,47.4893,7.58667,1.97887,3.98531,-30.023,-3.21361
15.6,49.3511,47.6289,7.5224,1.94653,4.02981,-30.023,-3.08526
15.62,49.2984,47.7691,7.46069,1.91446,4.07445,-30.023,-2.96202
15.64,49.2505,47.9098,7.40145,1.88265,4.11914,-30.023,-2.84371
15.66,49.2075,48.0509,7.34458,1.85109,4.1632,-30.023,-4.81818
15.68,49.1693,48.1917,7.24822,1.81986,4.19064,-30.023,-4.62628
15.7,49.136,48.3318,7.15569,1.78903,4.21815,-30.023,-4.44149
15.72,49.1073,48.4711,7.06686,1.75859,4.24569,-30.023,-4.26409
15.74,49.0832,48.6095,6.98158,1.72852,4.27321,-30.023,-4.09377
15.76,49.0634,48.7469,6.8997,1.69881,4.30071,-30.023,-3.93026
15.78,49.0479,48.8832,6.8211,1.66945,4.32814,-30.023,-3.77328
15.8,49.0365,49.0184,6.74563,1.64041,4.34479,-30.023,-5
15.82,49.0291,49.1521,6.64563,1.61175,4.35704,-30.023,-5
15.84,49.0256,49.284,6.54563,1.58351,4.36937,-30.023,-4.82391
15.86,49.0257,49.4139,6.44915,1.5557,4.38174,-30.023,-4.63123
15.88,49.0294,49.5419,6.35653,1.52829,4.39415,-30.023,-4.44625
15.9,49.0365,49.668,6.2676,1.50127,4.40659,-30.023,-4.26866
15.92,49.0468,49.792,6.18223,1.47463,4.41903,-30.023,-4.09816
15.94,49.0602,49.9141,6.10027,1.44834,4.43148,-30.023,-3.93447
15.96,49.0765,50.0342,6.02158,1.42239,4.43903,-30.023,-4.45858
15.98,49.0957,50.1522,5.93241,1.39681,4.43857,-30.023,-4.28068
16,49.1176,50.268,5.84679,1.3716,4.43826,-30.023,-4.1097
16.02,49.142,50.3815,5.7646,1.34674,4.43811,-30.023,-3.94555
16.04,49.1688,50.4928,5.68569,1.32224,4.43812,-30.023,-3.78795
16.06,49.1979,50.6019,5.60993,1.29806,4.43827,-30.023,-3.63665
16.08,49.2292,50.7089,5.5372,1.2742,4.43856,-30.023,-3.4914
16.1,49.2626,50.8138,5.46737,1.25065,4.43898,-30.023,-3.35194
16.12,49.298,50.9165,5.40033,1.22739,4.43953,-30.023,-3.21806
16.14,49.3353,51.0172,5.33597,1.20441,4.4402,-30.023,-3.08952
16.16,49.3744,51.1158,5.27418,1.1817,4.44099,-30.023,-2.96612
16.18,49.4153,51.2124,5.21486,1.15925,4.43692,-30.023,-2.39513
16.2,49.4579,51.3071,5.16695,1.13703,4.42681,-30.023,-2.29934
16.22,49.5021,51.4,5.12097,1.11501,4.41691,-30.023,-2.2075
16.24,49.548,51.491,5.07682,1.09318,4.40721,-30.023,-2.11933
16.26,49.5955,51.5803,5.03443,1.07154,4.39772,-30.023,-2.03468
16.28,49.6444,51.6678,4.99374,1.05008,4.38843,-30.023,-1.95341
16.3,49.6948,51.7536,4.95467,1.02879,4.37934,-30.023,-1.87538
16.32,49.7466,51.8376,4.91716,1.00766,4.37045,-30.023,-1.80048
16.34,49.7998,51.9199,4.88115,0.986687,4.36176,-30.023,-1.72856
16.36,49.8543,52.0005,4.84658,0.965866,4.35327,-30.023,-1.65952
16.38,49.91,52.0794,4.81339,0.945191,4.34497,-30.023,-1.59323
16.4,49.967,52.1566,4.78152,0.924655,4.33624,-30.023,-0.0573795
16.42,50.0254,52.2323,4.78038,0.904189,4.31771,-30.023,-0.0547021
16.44,50.0853,52.3069,4.77928,0.883729,4.2993,-30.023,-0.0525168
16.46,50.1466,52.3801,4.77823,0.863272,4.28102,-30.023,-0.0504191
16.48,50.2095,52.4521,4.77722,0.842821,4.26288,-30.023,-0.0484053
16.5,50.2738,52.5228,4.77626,0.822373,4.2449,-30.023,-0.0464719
16.52,50.3395,52.5921,4.77533,0.80193,4.22707,-30.023,-0.0446157
16.54,50.4066,52.66,4.77443,0.78149,4.20941,-30.023,-0.0428336
16.56,50.475,52.7266,4.77358,0.761055,4.19193,-30.023,-0.0411228
16.58,50.5448,52.7917,4.77275,0.740622,4.17464,-30.023,-0.0394802
16.6,50.6159,52.8554,4.77197,0.720194,4.1546,-30.023,1.9117
16.62,50.6886,52.9179,4.8102,0.699685,4.12644,13.0488,1.83585
16.64,50.7622,52.9804,4.84692,0.707974,4.09957,13.0488,1.76252
16.66,50.8359,53.0439,4.88217,0.716326,4.07542,13.0488,1.69213
16.68,50.9095,53.1086,4.91601,0.724736,4.05411,13.0488,1.62454
16.7,50.9831,53.1743,4.9485,0.733204,4.03577,13.0488,1.55965
16.72,51.0565,53.241,4.97969,0.741726,4.02051,13.0488,1.49735
16.74,51.1299,53.3088,5.00964,0.750301,4.00842,13.0488,1.43755
16.76,51.2031,53.3777,5.03839,0.758926,3.99189,25.0648,2.79402
16.78,51.276,53.448,5.09427,0.776478,3.97402,25.0648,2.68279
16.8,51.3484,53.5205,5.14793,0.794219,3.96029,25.0648,2.57563
16.82,51.4203,53.5949,5.19944,0.812142,3.95092,25.0648,2.47276
16.84,51.4915,53.6714,5.2489,0.830241,3.94606,25.0648,2.37399
16.86,51.5619,53.7499,5.29637,0.848507,3.94588,25.0648,2.27917
16.88,51.6315,53.8303,5.34196,0.866934,3.93681,30.023,2.25493
16.9,51.7,53.9129,5.38706,0.889898,3.93256,30.023,2.16488
16.92,51.7671,53.9977,5.43035,0.91305,3.93374,30.023,2.07841
16.94,51.8327,54.0848,5.47192,0.936385,3.94035,30.023,0.866407
16.96,51.8967,54.1738,5.48925,0.959845,3.93839,30.023,0.831505
16.98,51.9587,54.2646,5.50588,0.983378,3.94207,30.023,0.798292
17,52.0187,54.3571,5.52185,1.00698,3.94371,30.023,-0.535374
17.02,52.0766,54.4511,5.51114,1.0306,3.93657,30.023,-0.874421
17.04,52.132,54.5461,5.49365,1.05415,3.91868,30.023,0.0422669
17.06,52.1852,54.6423,5.4945,1.07767,3.9029,30.023,0.0408095
17.08,52.2361,54.7397,5.49531,1.10119,3.88138,30.023,1.56545
17.1,52.2848,54.8385,5.52662,1.12478,3.86276,30.023,1.50332
17.12,52.3314,54.9391,5.55669,1.1485,3.84974,30.023,1.44328
17.14,52.3759,55.0413,5.58555,1.17235,3.83212,30.023,2.53447
17.16,52.4182,55.1452,5.63624,1.19637,3.81609,30.023,2.43354
17.18,52.4583,55.2511,5.68491,1.2206,3.80593,30.023,2.33633
17.2,52.4961,55.3588,5.73164,1.24503,3.80185,30.023,2.24302
17.22,52.5316,55.4682,5.7765,1.26966,3.79457,23.8807,2.25232
17.24,52.565,55.5793,5.82155,1.28868,3.78746,23.8807,2.16238
17.26,52.5964,55.6919,5.86479,1.30784,3.78612,23.8807,2.07601
17.28,52.6259,55.8058,5.90631,1.32715,3.79067,23.8807,1.99309
17.3,52.6534,55.9211,5.94618,1.34658,3.80121,23.8807,1.91348
17.32,52.6788,56.0377,5.98445,1.36615,3.80713,15.6258,1.14887
17.34,52.7024,56.1553,6.00742,1.37857,3.81375,15.6258,1.1028
17.36,52.7247,56.2735,6.02948,1.39104,3.82565,15.6258,1.05876
17.38,52.7455,56.3925,6.05066,1.40355,3.84284,15.6258,1.01647
17.4,52.765,56.5122,6.07098,1.41611,3.8653,15.6258,0.975867
17.42,52.7829,56.6325,6.0905,1.4287,3.89299,15.6258,0.936888
17.44,52.7995,56.7533,6.10924,1.44134,3.91289,11.9099,0.282474
17.46,52.8147,56.8746,6.11489,1.45089,3.93555,11.9099,0.27103
17.48,52.8287,56.9962,6.12031,1.46045,3.96303,11.9099,0.260204
17.5,52.8416,57.1179,6.12551,1.47001,3.99522,11.9099,0.249811
17.52,52.8534,57.2399,6.13051,1.47959,4.03202,11.9099,0.239833
17.54,52.8639,57.3621,6.13531,1.48917,4.07331,-30.023,0.230254
17.56,52.8756,57.4843,6.13991,1.4629,4.1121,-30.023,0.415572
17.58,52.8904,57.6063,6.14822,1.4366,4.1418,-30.023,0.399024
17.6,52.9085,57.728,6.1562,1.41026,4.17184,-30.023,0.383086
17.62,52.9298,57.8494,6.16387,1.38389,4.20219,-30.023,0.367785
17.64,52.9543,57.9703,6.17122,1.35749,4.23281,-30.023,0.353094
17.66,52.982,58.0906,6.17828,1.33106,4.2637,-30.023,0.338991
17.68,53.013,58.2103,6.18506,1.3046,4.29141,-30.023,1.27703
17.7,53.0471,58.3294,6.2106,1.27807,4.30866,18.5836,1.22627
17.72,53.0821,58.4489,6.23513,1.29357,4.32881,18.5836,1.17729
17.74,53.1154,58.5693,6.25867,1.30912,4.35442,18.5836,1.13027
17.76,53.1469,58.6907,6.28128,1.32474,4.38545,18.5836,1.08512
17.78,53.1766,58.813,6.30298,1.34041,4.42182,18.5836,1.04178
17.8,53.2044,58.9361,6.32382,1.35613,4.45243,23.9924,2.12646
17.82,53.2302,59.0604,6.36635,1.37705,4.48615,23.9924,2.04182
17.84,53.2535,59.186,6.40718,1.39811,4.52599,23.9924,1.96027
17.86,53.2742,59.3128,6.44639,1.4193,4.57186,23.9924,1.88197
17.88,53.2923,59.4408,6.48403,1.44061,4.62366,23.9924,1.8068
17.9,53.3078,59.57,6.52016,1.46205,4.66974,26.8639,2.44049
