t,p6_x,p6_y,p6_v,p6_cte,p6_he,p6_ve,p6_steer_deg,p6_accel,p6_v_ref,p4_x,p4_y,p4_v,p4_cte,p4_he,p4_steer_deg
50.1,-7.22075,-7.00882,7.98786,-0.000545733,0.00308437,-0.0121436,0.920477,0.0396349,8,27.5962,10.8891,8,0.0330512,-0.0236294,-8.33592
50.12,-7.10273,-6.90113,7.9886,-0.000225953,0.000390304,-0.0113995,2.33827,0.0372062,8,27.6738,10.7492,8,0.03197,-0.0143023,-14.111
50.14,-6.98492,-6.7932,7.9893,-0.000436844,0.00190477,-0.0107009,1.46599,0.0349263,8,27.7499,10.6084,8,0.0309382,-0.0222619,-7.65003
50.16,-6.86722,-6.68512,7.98995,-0.000455211,0.0028002,-0.0100452,0.86682,0.0327861,8,27.8244,10.4668,8,0.0303826,-0.0132154,-13.6326
50.18,-6.74969,-6.57685,7.99057,-8.63242e-05,0.000237523,-0.00942966,2.16396,0.0307771,8,27.8973,10.3244,8,0.0294794,-0.0209566,-7.4425
50.2,-6.63234,-6.46835,7.99115,-0.000305423,0.00165065,-0.00885184,1.3676,0.0288911,8,27.9687,10.1812,8,0.0293152,-0.0124087,-13.3811
50.22,-6.51511,-6.35971,7.99169,-0.000344031,0.00249628,-0.00830942,0.818437,0.0271208,8,28.0385,10.0373,8,0.0284899,-0.0200396,-7.33772
50.24,-6.39803,-6.2509,7.9922,7.45886e-05,6.25711e-05,-0.00780025,1.99541,0.0254589,8,28.1067,9.89254,8,0.0285605,-0.0119583,-13.1298
50.26,-6.28112,-6.14188,7.99268,-0.000156462,0.00137958,-0.00732227,1.27436,0.0238988,8,28.1734,9.74711,8,0.0277607,-0.0194536,-7.2087
50.28,-6.16433,-6.03273,7.99313,-0.000218288,0.00217993,-0.00687358,0.77447,0.0224344,8,28.2386,9.60099,8,0.0279333,-0.0117387,-12.8166
50.3,-6.04768,-5.92342,7.99355,0.000248646,-0.000126382,-0.00645239,1.83285,0.0210597,8,28.3023,9.4542,8,0.0271289,-0.0190471,-7.03072
50.32,-5.93119,-5.81392,7.99394,3.21058e-06,0.00109925,-0.006057,1.18578,0.0197692,8,28.3644,9.30677,8,0.0273039,-0.0116,-12.4424
50.34,-5.8148,-5.7043,7.99431,-8.36054e-05,0.00185797,-0.00568585,0.734074,0.0185578,8,28.4251,9.15872,8,0.0264877,-0.0186817,-6.81477
50.36,-5.69847,-5.5946,7.99466,-7.46079e-05,0.0022978,-0.00533743,0.42554,0.0174206,8,28.4843,9.01007,8,0.0265942,-0.0114256,-12.0268
50.38,-5.58226,-5.48478,7.99499,-9.01706e-05,0.000182794,-0.00501037,1.73893,0.0163531,8,28.5421,8.86086,8,0.0257762,-0.0182606,-6.57949
50.4,-5.46621,-5.37477,7.9953,-0.000270588,0.00132073,-0.00470335,1.10077,0.0153511,8,28.5984,8.71111,8,0.0257645,-0.0111414,-11.5902
50.42,-5.35026,-5.26466,7.99558,-0.000305454,0.00200331,-0.00441514,0.66031,0.0144104,8,28.6533,8.56084,8,0.0249651,-0.0177268,-6.34116
50.44,-5.23443,-5.1544,7.99586,-0.00022133,0.000151237,-0.00414459,1.72074,0.0135274,8,28.7069,8.41007,8,0.0248005,-0.0107085,-11.1488
50.46,-5.11877,-5.04396,7.99611,-0.00038614,0.00127078,-0.00389063,1.08286,0.0126985,8,28.7591,8.25882,8,0.0240453,-0.0170532,-6.11124
50.48,-5.00319,-4.93343,7.99635,-0.000408206,0.00193645,-0.00365222,0.643891,0.0119203,8,28.81,8.10712,8,0.0237026,-0.010112,-10.7133
50.5,-4.88774,-4.82275,7.99657,-0.000209591,0.00018425,-0.00342842,1.55083,0.0111899,8,28.8595,7.95499,8,0.023019,-0.0162324,-5.89671
50.52,-4.77243,-4.71193,7.99678,-0.000356347,0.00119245,-0.00321834,0.975103,0.0105042,8,28.9078,7.80244,8,0.0224795,-0.00935227,-10.2906
50.54,-4.65721,-4.601,7.99698,-0.000374606,0.00179113,-0.00302113,0.579053,0.00986053,8,28.9548,7.6495,8,0.0218944,-0.0152684,-5.70126
50.56,-4.5421,-4.48996,7.99716,-8.6539e-05,0.000117883,-0.002836,1.36609,0.00925631,8,29.0005,7.49618,8,0.0211435,-0.00843809,-9.88425
50.58,-4.42711,-4.37879,7.99734,-0.00023164,0.00101356,-0.00266222,0.866233,0.00868911,8,29.045,7.3425,8,0.0206822,-0.0141716,-5.52636
50.6,-4.3122,-4.26753,7.9975,-0.000262038,0.00155217,-0.00249909,0.52092,0.00815666,8,29.0883,7.18847,8,0.0197081,-0.00738225,-9.49614
50.62,-4.19738,-4.15616,7.99765,8.87093e-05,-2.85529e-05,-0.00234595,1.19939,0.00765684,8,29.1305,7.03412,8,0.0193939,-0.0129548,-5.37212
50.64,-4.08268,-4.04468,7.9978,-6.65962e-05,0.000771158,-0.0022022,0.773386,0.00718765,8,29.1714,6.87945,8,0.0181865,-0.006199,-9.12684
50.66,-3.96805,-3.93312,7.99793,-0.000118538,0.00126387,-0.00206725,0.476504,0.00674722,8,29.2112,6.72447,8,0.0180403,-0.0116316,-5.23791
50.68,-3.85345,-3.82151,7.99806,-0.000108399,0.00154737,-0.00194058,0.274171,0.00633377,8,29.2499,6.56922,8,0.016591,-0.00490247,-8.77623
50.7,-3.73894,-3.70982,7.99818,-5.68918e-05,0.000114575,-0.00182166,1.09071,0.00594565,8,29.2874,6.41368,8,0.0166314,-0.0102149,-5.1227
50.72,-3.62453,-3.59803,7.99829,-0.000175409,0.000831019,-0.00171004,0.692825,0.00558132,8,29.3243,6.258,8,0.0160224,-0.0130203,-2.71048
50.74,-3.51018,-3.48616,7.99839,-0.000202077,0.00126295,-0.00160525,0.417702,0.00523931,8,29.3604,6.10211,8,0.0163665,-0.00582046,-7.97888
50.76,-3.39591,-3.37421,7.99849,-7.68047e-05,3.38097e-05,-0.00150689,1.03995,0.00491826,8,29.3954,5.94599,8,0.016275,-0.0105916,-4.60309
50.78,-3.28174,-3.26216,7.99859,-0.000190625,0.000717316,-0.00141455,0.660951,0.00461688,8,29.4293,5.78963,8,0.0163596,-0.00463096,-8.82402
50.8,-3.16763,-3.15004,7.99867,-0.000216787,0.00112973,-0.00132787,0.398809,0.00433397,8,29.4621,5.63303,8,0.016387,-0.00996575,-5.14416
50.82,-3.05359,-3.03785,7.99875,-2.00424e-05,4.58973e-06,-0.0012465,0.896475,0.0040684,8,29.4938,5.47619,8,0.0159856,-0.0042851,-8.78505
50.84,-2.93964,-2.92557,7.99883,-0.000125806,0.000597453,-0.00117012,0.573287,0.0038191,8,29.5243,5.31913,8,0.0160446,-0.00961175,-5.13635
50.86,-2.82574,-2.81323,7.9989,-0.000155276,0.000958401,-0.00109842,0.349034,0.00358508,8,29.5537,5.16186,8,0.01513,-0.00384587,-8.42361
50.88,-2.71187,-2.70086,7.99897,-0.000139579,0.00116213,-0.00103111,0.197001,0.00336539,8,29.582,5.00438,8,0.0152518,-0.00898605,-4.95747
50.9,-2.59806,-2.58843,7.99903,-0.000132463,0.000152595,-0.000967925,0.767405,0.00315917,8,29.6097,4.8468,8,0.014742,-0.0117393,-2.66013
50.92,-2.48432,-2.47593,7.99909,-0.000202418,0.000650302,-0.000908614,0.481261,0.00296559,8,29.6366,4.68907,8,0.0152163,-0.00528265,-7.50887
50.94,-2.37062,-2.36338,7.99915,-0.000209014,0.000944666,-0.000852936,0.28464,0.00278386,8,29.6625,4.53118,8,0.0151391,-0.00977844,-4.33852
50.96,-2.25698,-2.25077,7.9992,-0.000140261,0.000104232,-0.000800671,0.692858,0.00261328,8,29.6873,4.37312,8,0.0152115,-0.00430325,-8.20172
50.98,-2.1434,-2.1381,7.99925,-0.000202324,0.000553072,-0.000751608,0.434002,0.00245314,8,29.7111,4.2149,8,0.0152349,-0.00926316,-4.78442
51,-2.02986,-2.02539,7.99929,-0.000207285,0.000818062,-0.000705552,0.256232,0.00230282,8,29.7339,4.05653,8,0.0147365,-0.00391557,-8.10533
51.02,-1.91637,-1.91262,7.99934,-8.99166e-05,8.10322e-05,-0.000662317,0.557202,0.00216171,8,29.7555,3.898,8,0.0148075,-0.00884054,-4.75087
51.04,-1.80293,-1.79981,7.99938,-0.000143226,0.000443618,-0.000621732,0.350596,0.00202925,8,29.7762,3.73934,8,0.0137421,-0.00331582,-7.74002
51.06,-1.68953,-1.68696,7.99942,-0.000150291,0.000659141,-0.000583634,0.208397,0.0019049,8,29.7958,3.58055,8,0.0139075,-0.00806682,-4.58377
51.08,-1.57616,-1.57407,7.99945,-1.25544e-05,2.57954e-05,-0.000547871,0.42384,0.00178817,8,29.8149,3.42169,8,0.0134872,-0.0106374,-2.48386
51.1,-1.46283,-1.46114,7.99949,-6.20806e-05,0.000305879,-0.000514299,0.27082,0.0016786,8,29.8331,3.26273,8,0.0136635,-0.00443124,-6.91374
51.12,-1.34952,-1.34819,7.99952,-7.55773e-05,0.000476194,-0.000482784,0.164682,0.00157574,8,29.8505,3.10368,8,0.0136819,-0.00861523,-4.03866
51.14,-1.23623,-1.23522,7.99955,-6.77752e-05,0.00057213,-0.000453201,0.0927626,0.00147918,8,29.8669,2.94452,8,0.0134301,-0.00325156,-7.55641
51.16,-1.12296,-1.12222,7.99957,-3.4516e-05,5.97544e-05,-0.00042543,0.308835,0.00138854,8,29.8823,2.78527,8,0.0135887,-0.00788901,-4.47467
51.18,-1.00973,-1.0092,7.9996,-6.57649e-05,0.000261535,-0.000399361,0.195105,0.00130346,8,29.8968,2.62592,8,0.0127607,-0.00259758,-7.48504
51.2,-0.896506,-0.896154,7.99963,-7.12196e-05,0.0003822,-0.000374889,0.116672,0.00122358,8,29.9102,2.46649,8,0.013013,-0.00723711,-4.47667
51.22,-0.783304,-0.783092,7.99965,-3.02294e-05,2.31302e-06,-0.000351917,0.206244,0.00114861,8,29.9231,2.307,8,0.01269,-0.00978953,-2.46633
51.24,-0.670122,-0.67001,7.99967,-5.67877e-05,0.000139778,-0.000330352,0.132916,0.00107822,8,29.9352,2.14746,8,0.0129809,-0.00388192,-6.7766
51.26,-0.556951,-0.556915,7.99969,-6.55797e-05,0.000224401,-0.000310109,0.0818224,0.00101215,8,29.9464,1.98786,8,0.0130593,-0.00801214,-3.98692
51.28,-0.44379,-0.44381,7.99971,-3.88411e-05,6.69285e-05,-0.000291107,0.076936,0.000950131,8,29.9566,1.82819,8,0.012866,-0.00286499,-7.39683
51.3,-0.330637,-0.330698,7.99973,-6.14566e-05,0.000124265,-0.000273268,0.0554387,0.000891909,8,29.9659,1.66846,8,0.0130649,-0.00742588,-4.4011
51.32,-0.217489,-0.217579,7.99974,-7.62379e-05,0.000164859,-0.000256523,0.0392499,0.000837256,8,29.9742,1.50867,8,0.0122567,-0.00228598,-7.31775
51.34,-0.104344,-0.104457,7.99976,-8.5518e-05,0.000193034,-0.000240804,0.0272423,0.000785951,8,29.9816,1.34884,8,0.0125424,-0.006841,-4.39546
51.36,0.00879779,0.008669,7.99977,-9.05849e-05,-1.94228e-05,-0.000226048,0.0236812,0.00073779,8,29.9884,1.18898,8,0.0122619,-0.00936471,-2.43861
51.38,0.121938,0.121797,7.99979,-9.2474e-05,-4.19187e-06,-0.000212197,0.0147267,0.000692581,8,29.9944,1.0291,8,0.01251,-0.00357445,-6.62962
51.4,0.235076,0.234927,7.9998,-9.24333e-05,4.70047e-06,-0.000199194,0.00859793,0.000650141,8,29.9995,0.869182,8,0.0126244,-0.00763354,-3.91848
51.42,0.348218,0.348054,7.99981,-0.000106552,5.80276e-05,-0.000186988,-0.0629674,0.000610302,8,30.0037,0.709238,8,0.0123756,-0.00254037,-7.24249
51.44,0.461367,0.461174,7.99982,-8.22823e-05,8.35532e-06,-0.00017553,-0.0480276,0.000572905,8,30.007,0.549271,8,0.0126178,-0.00702927,-4.3319
51.46,0.574521,0.57429,7.99984,-6.49713e-05,-2.89594e-05,-0.000164774,-0.0360791,0.000537799,8,30.0093,0.389288,8,0.0117502,-0.00190951,-7.18312
51.48,0.687688,0.687391,7.99985,-0.00011203,0.000114662,-0.000154677,-0.2049,0.000504844,8,30.0106,0.229294,8,0.0120905,-0.00640977,-4.34282
51.5,0.800877,0.800473,7.99985,-6.73513e-05,-3.0628e-05,-0.000145199,-0.140478,0.000473909,8,30.0114,0.0692956,8,0.0118692,-0.00892999,-2.43525
51.52,0.914079,0.913541,7.99986,-4.20606e-05,-0.000127692,-0.000136302,-0.0938497,0.000444869,8,30.0115,-0.0907041,8,0.012042,-0.00316151,-6.54783
51.54,1.02729,1.0266,7.99987,-2.95552e-05,-0.000190446,-0.000127949,-0.060675,0.000417609,8,30.0106,-0.250702,8,0.0122184,-0.00720103,-3.89965
51.56,1.14052,1.13964,7.99988,-3.9691e-05,5.93617e-05,-0.000120109,-0.332007,0.000392019,8,30.0089,-0.410692,8,0.0118974,-0.00209025,-7.17466
51.58,1.25379,1.25264,7.99989,8.90155e-06,-0.000164712,-0.000112749,-0.216651,0.000367997,8,30.0062,-0.570669,8,0.0122107,-0.00657248,-4.32548
51.6,1.36708,1.36562,7.99989,2.83391e-05,-0.000305082,-0.00010584,-0.135721,0.000345447,8,30.0025,-0.730627,8,0.0112769,-0.0014147,-7.14693
51.62,1.4804,1.47857,7.9999,-3.66177e-05,6.44654e-05,-9.93545e-05,-0.446914,0.000324279,8,29.9979,-0.89056,8,0.0116979,-0.00593188,-4.35908
51.64,1.59376,1.59148,7.99991,2.58616e-05,-0.000235761,-9.32663e-05,-0.29028,0.000304408,8,29.9927,-1.05048,8,0.0115523,-0.00849805,-2.47959
51.66,1.70716,1.70436,7.99991,4.93737e-05,-0.00042263,-8.75512e-05,-0.180678,0.000285755,8,29.9868,-1.21037,8,0.0116686,-0.00269626,-6.56726
51.68,1.82059,1.8172,7.99992,-9.24747e-05,9.59589e-05,-8.21864e-05,-0.534762,0.000268245,8,29.98,-1.37022,8,0.0119227,-0.0067847,-3.94671
51.7,1.93408,1.92998,7.99992,-1.06559e-05,-0.000266647,-7.71502e-05,-0.35059,0.000251807,8,29.9723,-1.53003,8,0.0115549,-0.00161583,-7.22169
51.72,2.04759,2.04273,7.99993,2.3866e-05,-0.000495259,-7.24227e-05,-0.221038,0.000236377,8,29.9636,-1.6898,8,0.0119502,-0.00616565,-4.39045
51.74,2.16113,2.15546,7.99993,2.91952e-05,-0.000631559,-6.79848e-05,-0.131785,0.000221893,8,29.9543,-1.84953,8,0.0117758,-0.00873703,-2.48463
51.76,2.27472,2.26815,7.99994,-5.1894e-07,3.553e-06,-6.38189e-05,-0.65569,0.000208296,8,29.9443,-2.00921,8,0.01247,-0.00314346,-6.88582
51.78,2.38837,2.38077,7.99994,8.0155e-05,-0.000431683,-5.99082e-05,-0.420811,0.000195532,8,29.9333,-2.16884,8,0.0126519,-0.00738902,-4.09789
51.8,2.50206,2.49335,7.99994,0.000104702,-0.000698035,-5.62372e-05,-0.257526,0.00018355,8,29.9214,-2.32839,8,0.0128177,-0.00247647,-7.61978
51.82,2.61581,2.60587,7.99995,-4.13245e-06,4.00947e-05,-5.27912e-05,-0.79169,0.000172303,8,29.9085,-2.48787,8,0.0130764,-0.00720001,-4.55739
51.84,2.72963,2.71832,7.99995,9.47515e-05,-0.000486118,-4.95563e-05,-0.508767,0.000161745,8,29.8946,-2.64726,8,0.0125938,-0.00219092,-7.63167
51.86,2.8435,2.83071,7.99995,0.000125728,-0.000808758,-4.65196e-05,-0.311949,0.000151833,8,29.8796,-2.80656,8,0.0129053,-0.00694694,-4.5886
51.88,2.95744,2.94304,7.99996,-8.60975e-05,8.81719e-05,-4.3669e-05,-0.876163,0.00014253,8,29.8641,-2.96581,8,0.0126251,-0.00958736,-2.55125
51.9,3.07147,3.05528,7.99996,3.53921e-05,-0.000499931,-4.09931e-05,-0.568602,0.000133796,8,29.8477,-3.12497,8,0.0132425,-0.00380578,-7.01868
51.92,3.18555,3.16746,7.99996,8.05839e-05,-0.000865556,-3.84812e-05,-0.353507,0.000125597,8,29.8305,-3.28404,8,0.0133444,-0.00809288,-4.13785
51.94,3.29966,3.27962,7.99996,7.94553e-05,-0.00107894,-3.61232e-05,-0.206314,0.000117901,8,29.8123,-3.44299,8,0.0134922,-0.00297203,-7.787
51.96,3.41384,3.3917,7.99997,6.39093e-05,-6.75469e-05,-3.39096e-05,-1.00628,0.000110676,8,29.793,-3.60183,8,0.0136994,-0.00777129,-4.63013
51.98,3.52812,3.50368,7.99997,0.000174714,-0.00072929,-3.18317e-05,-0.639793,0.000103894,8,29.7727,-3.76054,8,0.0132552,-0.00256788,-7.86721
52,3.64246,3.61561,7.99997,0.000200618,-0.0011288,-2.98812e-05,-0.386268,9.7528e-05,8,29.7514,-3.91911,8,0.0135349,-0.00745008,-4.70979
52.02,3.75688,3.72744,7.99997,8.74134e-05,-3.39751e-05,-2.80502e-05,-1.16957,9.15517e-05,8,29.729,-4.07754,8,0.0125246,-0.00191161,-7.72697
52.04,3.87142,3.83916,7.99997,0.000215438,-0.000802731,-2.63313e-05,-0.743245,8.59417e-05,8,29.7056,-4.23582,8,0.0129274,-0.00676869,-4.68566
52.06,3.98603,3.9508,7.99998,0.00024486,-0.00126652,-2.47178e-05,-0.448412,8.06754e-05,8,29.6817,-4.39402,8,0.0127228,-0.00950379,-2.6426
52.08,4.10073,4.06235,7.99998,9.8729e-06,-3.50445e-06,-2.32032e-05,-1.25454,7.57319e-05,8,29.6569,-4.55209,8,0.0130297,-0.00321426,-7.2108
52.1,4.21555,4.17378,7.99998,0.000158605,-0.000833543,-2.17813e-05,-0.802486,7.10912e-05,8,29.6312,-4.71,8,0.0132728,-0.00768454,-4.31399
52.12,4.33045,4.28512,7.99998,0.000200489,-0.00133912,-2.04466e-05,-0.488812,6.6735e-05,8,29.6044,-4.86775,8,0.0132202,-0.00211467,-8.11201
52.14,4.44545,4.39636,7.99998,-0.00015969,0.000109058,-1.91937e-05,-1.32712,6.26456e-05,8,29.5766,-5.02531,8,0.0136098,-0.00719661,-4.90157
52.16,4.56058,4.50747,7.99998,2.33261e-05,-0.000781241,-1.80176e-05,-0.860737,5.88069e-05,8,29.5477,-5.18268,8,0.0130555,-0.00159823,-8.32298
52.18,4.67579,4.6185,7.99998,9.08743e-05,-0.0013343,-1.69135e-05,-0.534717,5.52034e-05,8,29.5177,-5.33985,8,0.0135355,-0.00685017,-5.06469
52.2,4.79105,4.72948,7.99998,8.83867e-05,-0.00165669,-1.58771e-05,-0.311708,5.18207e-05,8,29.4871,-5.49689,8,0.0133572,-0.00982647,-2.87526
52.22,4.90641,4.84035,7.99999,5.90466e-05,-0.000106732,-1.49042e-05,-1.48472,4.86452e-05,8,29.4556,-5.65375,8,0.0142193,-0.00351123,-7.90317
52.24,5.02191,4.95107,7.99999,0.000222159,-0.00108289,-1.39909e-05,-0.943732,4.56644e-05,8,29.423,-5.8104,8,0.0144462,-0.00838971,-4.70622
52.26,5.13749,5.06171,7.99999,0.000260048,-0.00167203,-1.31336e-05,-0.569599,4.28662e-05,8,29.3894,-5.96682,8,0.0149677,-0.00286578,-8.93299
52.28,5.25321,5.1722,7.99999,0.000122886,-7.17997e-05,-1.23288e-05,-1.69696,4.02395e-05,8,29.3545,-6.12299,8,0.0152707,-0.00839831,-5.33375
52.3,5.36908,5.28254,7.99999,0.000302608,-0.00118428,-1.15733e-05,-1.0755,3.77737e-05,8,29.3185,-6.27889,8,0.0153056,-0.00283841,-9.20194
52.32,5.48505,5.39276,7.99999,0.000339848,-0.00185283,-1.08642e-05,-0.646375,3.54591e-05,8,29.2813,-6.43451,8,0.0156265,-0.00854056,-5.49629
52.34,5.60116,5.50285,7.99999,7.02384e-05,-7.79607e-05,-1.01984e-05,-1.79439,3.32862e-05,8,29.243,-6.58983,8,0.0151981,-0.00265456,-9.22077
52.36,5.71744,5.61275,7.99999,0.000266046,-0.00125705,-9.5735e-06,-1.13987,3.12465e-05,8,29.2034,-6.74486,8,0.0155744,-0.00839468,-5.53266
52.38,5.83382,5.72255,7.99999,0.000310646,-0.00196807,-8.98686e-06,-0.687424,2.93318e-05,8,29.1626,-6.89958,8,0.0147575,-0.00212652,-9.211
52.4,5.95035,5.83219,7.99999,-8.47086e-05,3.1165e-06,-8.43617e-06,-1.87673,2.75345e-05,8,29.1207,-7.05399,8,0.0152457,-0.00791462,-5.57862
52.42,6.06705,5.94165,7.99999,0.00014183,-0.00124044,-7.91923e-06,-1.20217,2.58472e-05,8,29.078,-7.2082,8,0.0150101,-0.0111733,-3.14755
52.44,6.18386,6.05099,7.99999,0.000208159,-0.0019995,-7.43396e-06,-0.733878,2.42634e-05,8,29.0344,-7.36214,8,0.0160353,-0.00410201,-8.82923
52.46,6.30083,6.16016,7.99999,-0.000302604,0.000163285,-6.97843e-06,-1.96994,2.27766e-05,8,28.9897,-7.51576,8,0.0162688,-0.00953899,-5.24216
52.48,6.41798,6.26914,7.99999,-3.31151e-05,-0.00115713,-6.55081e-06,-1.27646,2.13809e-05,8,28.9437,-7.66901,8,0.0171622,-0.00345689,-10.16
52.5,6.53524,6.378,7.99999,6.51998e-05,-0.0019764,-6.14939e-06,-0.792068,2.00708e-05,8,28.8965,-7.82187,8,0.0174681,-0.00972457,-6.03756
52.52,6.65257,6.48677,7.99999,5.98341e-05,-0.00245314,-5.77258e-06,-0.460941,1.88409e-05,8,28.8479,-7.97432,8,0.0180505,-0.00372321,-10.6603
52.54,6.77006,6.59539,7.99999,0.000100319,-0.000219638,-5.41885e-06,-2.18671,1.76864e-05,8,28.798,-8.12633,8,0.0183289,-0.010276,-6.31006
52.56,6.88774,6.70379,7.99999,0.000323878,-0.00164927,-5.0868e-06,-1.382,1.66026e-05,8,28.7467,-8.27788,8,0.0186125,-0.00402005,-10.8737
52.58,7.00555,6.81206,8,0.000364613,-0.00250494,-4.77509e-06,-0.827258,1.55852e-05,8,28.694,-8.42896,8,0.0188742,-0.0106919,-6.42378
52.6,7.12354,6.92012,8,0.000323565,-0.000282026,-4.48249e-06,-2.48929,1.46302e-05,8,28.64,-8.57956,8,0.0189364,-0.00410383,-11.0426
52.62,7.24176,7.02793,8,0.000547222,-0.0018947,-4.20781e-06,-1.55886,1.37337e-05,8,28.5845,-8.72966,8,0.0192187,-0.0108862,-6.52926
52.64,7.36012,7.1356,8,0.000565701,-0.00284675,-3.94997e-06,-0.920427,1.28921e-05,8,28.5277,-8.87923,8,0.0191486,-0.0039877,-11.2602
52.66,7.47867,7.24305,8,0.000420069,-0.000453479,-3.70793e-06,-2.62512,1.21022e-05,8,28.4695,-9.02827,8,0.0194824,-0.0109245,-6.67659
52.68,7.59746,7.35023,8,0.000635457,-0.00214434,-3.48072e-06,-1.6344,1.13606e-05,8,28.4099,-9.17674,8,0.0193631,-0.00376537,-11.5531
52.7,7.7164,7.45726,8,0.000636425,-0.00313374,-3.26743e-06,-0.956528,1.06644e-05,8,28.3488,-9.32463,8,0.0197638,-0.0109087,-6.87351
52.72,7.83554,7.56405,8,0.000410246,-0.000542266,-3.06721e-06,-2.74258,1.00109e-05,8,28.2863,-9.47192,8,0.0196691,-0.00353913,-11.9218
52.74,7.95492,7.67058,8,0.00063168,-0.00230704,-2.87926e-06,-1.7058,9.3975e-06,8,28.2224,-9.61858,8,0.0201364,-0.0109337,-7.11282
52.76,8.07445,7.77693,8,0.000629448,-0.00333811,-2.70283e-06,-0.996803,8.82165e-06,8,28.1569,-9.76457,8,0.0201332,-0.00339633,-12.3591
52.78,8.1942,7.88305,8,0.000352584,-0.00056017,-2.53721e-06,-2.88049,8.28108e-06,8,28.09,-9.90989,8,0.0206537,-0.0110761,-7.38419
52.8,8.3142,7.98888,8,0.000590806,-0.00241634,-2.38173e-06,-1.79408,7.77364e-06,8,28.0215,-10.0545,8,0.0208058,-0.00340595,-12.8577
52.82,8.43436,8.09453,8,0.000593587,-0.00350319,-2.23579e-06,-1.05073,7.29729e-06,8,27.9514,-10.1983,8,0.0213558,-0.0113954,-7.67838
52.84,8.55475,8.19992,8,0.000293574,-0.000554835,-2.09878e-06,-3.04361,6.85013e-06,8,27.8798,-10.3414,8,0.0217267,-0.00362224,-13.4121
52.86,8.6754,8.30501,8,0.000551815,-0.00251917,-1.97018e-06,-1.89855,6.43038e-06,8,27.8065,-10.4837,8,0.0222745,-0.0119382,-7.98829
52.88,8.79621,8.40991,8,0.000560673,-0.00367212,-1.84945e-06,-1.11461,6.03634e-06,8,27.7317,-10.6251,8,0.0229299,-0.00408962,-14.0193
52.9,8.91726,8.51453,8,0.000263803,-0.000566192,-1.73612e-06,-3.22952,5.66645e-06,8,27.6551,-10.7656,8,0.0234369,-0.0127437,-8.30862
52.92,9.0386,8.61883,8,0.000539306,-0.00265113,-1.62974e-06,-2.01503,5.31923e-06,8,27.5769,-10.9051,8,0.0244461,-0.0048468,-14.6775
52.94,9.1601,8.72293,8,0.000550069,-0.00387545,-1.52987e-06,-1.18358,4.99328e-06,8,27.497,-11.0437,8,0.024868,-0.0138463,-8.63531
52.96,9.28186,8.82673,8,0.000283846,-0.000622085,-1.43612e-06,-3.43624,4.68731e-06,8,27.4153,-11.1813,8,0.0263044,-0.00592966,-15.3863
52.98,9.40391,8.93019,8,0.000569714,-0.00283692,-1.34812e-06,-2.14045,4.40008e-06,8,27.3319,-11.3178,8,0.0265914,-0.0152783,-8.96496
53,9.52615,9.03343,8,0.000574606,-0.00413428,-1.26551e-06,-1.25418,4.13046e-06,8,27.2466,-11.4533,8,0.0285336,-0.00737296,-16.1454
53.02,9.64865,9.13636,8,0.00036964,-0.000742638,-1.18797e-06,-3.66354,3.87735e-06,8,27.1588,-11.587,8,0.0281666,-0.00240322,-19.4753
53.04,9.77146,9.23891,8,0.000655947,-0.00309503,-1.11517e-06,-2.27326,3.63976e-06,8,27.0689,-11.7193,8,0.0289486,-0.0143571,-11.4048
53.06,9.89446,9.34123,8,0.000644473,-0.00446491,-1.04684e-06,-1.32425,3.41673e-06,8,26.9769,-11.8502,8,0.028634,-0.00588745,-17.2036
53.08,10.0177,9.44322,8,0.000535717,-0.000944516,-9.8269e-07,-3.91251,3.20736e-06,8,26.883,-11.9798,8,0.0290501,-0.0163561,-10.0184
53.1,10.1414,9.5448,8,0.000809981,-0.00344157,-9.22473e-07,-2.41289,3.01082e-06,8,26.7873,-12.108,8,0.0295441,-0.00691489,-17.1538
53.12,10.2652,9.64614,8,0.000769252,-0.00488194,-8.65947e-07,-1.39237,2.82633e-06,8,26.6898,-12.2348,8,0.0298758,-0.0173132,-9.95248
53.14,10.3893,9.74713,8,0.000796809,-0.00124355,-8.12884e-07,-4.18506,2.65314e-06,8,26.5904,-12.3602,8,0.0314364,-0.00788351,-17.9852
53.16,10.5137,9.84767,8,0.00104409,-0.00389233,-7.63073e-07,-2.55931,2.49056e-06,8,26.4891,-12.4841,8,0.0316548,-0.0187055,-10.3494
53.18,10.6384,9.94796,8,0.000958851,-0.0054,-7.16314e-07,-1.4574,2.33795e-06,8,26.3859,-12.6063,8,0.0343608,-0.00963823,-19.1248
53.2,10.7634,10.0479,8,0.0011686,-0.00165607,-6.7242e-07,-4.48359,2.19468e-06,8,26.2799,-12.7262,8,0.0348033,-0.00463336,-23.3396
53.22,10.8887,10.1473,8,0.00137139,-0.00446384,-6.31216e-07,-2.71271,2.0602e-06,8,26.1715,-12.8439,8,0.0354374,-0.0186754,-13.3309
53.24,11.0145,10.2462,8,0.000607929,-0.000776351,-5.92537e-07,-4.95239,1.93396e-06,8,26.061,-12.9596,8,0.0363712,-0.00961627,-20.7706
53.26,11.1406,10.3447,8,0.000958726,-0.0039378,-5.56228e-07,-3.0538,1.81545e-06,8,25.9485,-13.0734,8,0.0364222,-0.0219395,-11.7475
