t,kf_err,ekf_err,kf_P_trace,ekf_P_trace
23.36,4.58724,2.95671,2.93497,48.5182
23.38,4.56962,2.97398,2.96995,50.256
23.4,3.07026,4.38601,2.66934,35.4346
23.42,3.04093,4.45637,2.70118,36.9307
23.44,3.01054,4.5276,2.7334,38.4645
23.46,2.97917,4.59963,2.76602,40.0372
23.48,2.9469,4.67249,2.79902,41.6498
23.5,2.91379,4.74581,2.83241,43.3027
23.52,2.87994,4.81984,2.8662,44.9973
23.54,2.84545,4.89435,2.90038,46.7343
23.56,2.8104,4.96938,2.93497,48.5146
23.58,2.77487,5.04477,2.96995,50.3389
23.6,1.79291,5.05838,2.66934,35.4046
23.62,1.75462,5.13275,2.70118,36.8997
23.64,1.71754,5.20764,2.7334,38.4289
23.66,1.68201,5.28284,2.76602,39.9926
23.68,1.64838,5.35828,2.79902,41.5919
23.7,1.61701,5.43386,2.83241,43.2273
23.72,1.58829,5.50968,2.8662,44.9002
23.74,1.56263,5.5857,2.90038,46.6114
23.76,1.54047,5.6618,2.93497,48.3616
23.78,1.52223,5.73818,2.96995,50.1524
23.8,1.37633,3.16608,2.66934,35.2722
23.82,1.37061,3.18685,2.70118,36.6183
23.84,1.37077,3.20919,2.7334,37.9855
23.86,1.37712,3.23308,2.76601,39.3746
23.88,1.38986,3.25843,2.79902,40.7861
23.9,1.40914,3.28517,2.83241,42.2206
23.92,1.43499,3.31332,2.8662,43.6794
23.94,1.46734,3.34279,2.90038,45.1627
23.96,1.50604,3.37355,2.93497,46.6717
23.98,1.5509,3.40552,2.96995,48.2065
24,1.24525,0.874537,2.66934,34.934
24.02,1.24569,0.833834,2.70118,36.1307
24.04,1.25435,0.79673,2.7334,37.346
24.06,1.27137,0.763778,2.76601,38.5805
24.08,1.29675,0.735513,2.79902,39.835
24.1,1.33034,0.712495,2.83241,41.1102
24.12,1.37181,0.695267,2.8662,42.407
24.14,1.42076,0.684211,2.90038,43.7264
24.16,1.47672,0.679652,2.93496,45.0689
24.18,1.53916,0.681682,2.96995,46.4354
24.2,1.52366,0.544103,2.66934,35.8755
24.22,1.57067,0.597259,2.70118,37.0817
24.24,1.62435,0.654643,2.7334,38.3083
24.26,1.68428,0.715216,2.76601,39.5563
24.28,1.75003,0.778233,2.79902,40.8264
24.3,1.82117,0.843111,2.83241,42.1193
24.32,1.89728,0.909518,2.8662,43.4357
24.34,1.97797,0.977006,2.90038,44.7765
24.36,2.06288,1.04534,2.93496,46.1423
24.38,2.15166,1.11434,2.96995,47.5339
24.4,2.1162,1.57446,2.66934,36.5384
24.42,2.19189,1.62867,2.70118,37.7872
24.44,2.27174,1.68386,2.7334,39.0582
24.46,2.35546,1.73997,2.76601,40.352
24.48,2.44279,1.79689,2.79902,41.6694
24.5,2.53349,1.85452,2.83241,43.0112
24.52,2.62732,1.9128,2.8662,44.3782
24.54,2.72408,1.97164,2.90038,45.7711
24.56,2.82357,2.03098,2.93496,47.1907
24.58,2.92562,2.09075,2.96995,48.6376
24.6,2.17258,1.55807,2.66934,36.2372
24.62,2.27593,1.59541,2.70118,37.5902
24.64,2.38209,1.63286,2.7334,38.979
24.66,2.49084,1.67058,2.76601,40.4047
24.68,2.60196,1.70823,2.79902,41.8681
24.7,2.71529,1.74599,2.83241,43.3701
24.72,2.83067,1.78367,2.8662,44.9113
24.74,2.94795,1.82136,2.90038,46.4929
24.76,3.06703,1.859,2.93496,48.1153
24.78,3.18778,1.89677,2.96995,49.7799
24.8,3.10328,0.585358,2.66934,35.586
24.82,3.2311,0.608503,2.70118,36.9829
24.84,3.36023,0.633649,2.7334,38.4066
24.86,3.49062,0.660566,2.76601,39.8576
24.88,3.62221,0.689055,2.79901,41.3362
24.9,3.75496,0.718918,2.83241,42.8434
24.92,3.88882,0.749877,2.8662,44.3807
24.94,4.02376,0.781811,2.90038,45.9481
24.96,4.15974,0.814582,2.93496,47.5464
24.98,4.29673,0.848119,2.96995,49.176
25,3.45025,2.25678,2.66934,34.6002
25.02,3.59211,2.30007,2.70118,36.0948
25.04,3.73489,2.34433,2.7334,37.639
25.06,3.87857,2.38948,2.76601,39.2338
25.08,4.02313,2.43527,2.79901,40.8796
25.1,4.16856,2.48178,2.83241,42.5778
25.12,4.31483,2.52879,2.8662,44.3288
25.14,4.46193,2.57634,2.90038,46.1336
25.16,4.60985,2.62452,2.93496,47.9933
25.18,4.75857,2.67327,2.96995,49.9089
25.2,4.74458,1.47227,2.66934,35.1485
25.22,4.89431,1.51153,2.70118,36.5535
25.24,5.04479,1.55279,2.7334,37.984
25.26,5.19598,1.59588,2.76601,39.4404
25.28,5.34788,1.64066,2.79901,40.9235
25.3,5.50045,1.68699,2.83241,42.4338
25.32,5.65367,1.73475,2.86619,43.972
25.34,5.80752,1.78377,2.90038,45.539
25.36,5.96197,1.83394,2.93496,47.1351
25.38,6.11699,1.88517,2.96995,48.7606
25.4,4.8964,1.17747,2.66934,34.5828
25.42,5.04027,1.17139,2.70118,35.9378
25.44,5.18475,1.16512,2.7334,37.3176
25.46,5.32981,1.15889,2.76601,38.7233
25.48,5.47543,1.15277,2.79901,40.156
25.5,5.62158,1.14649,2.83241,41.616
25.52,5.76822,1.14015,2.86619,43.1041
25.54,5.91534,1.13365,2.90038,44.6211
25.56,6.06291,1.12701,2.93496,46.1677
25.58,6.21089,1.12028,2.96995,47.7447
25.6,5.91598,1.42634,2.66934,35.5463
25.62,6.0667,1.455,2.70118,36.9321
25.64,6.21781,1.48513,2.7334,38.3427
25.66,6.36929,1.51666,2.76601,39.779
25.68,6.5211,1.54955,2.79901,41.2413
25.7,6.67322,1.58358,2.83241,42.7308
25.72,6.82564,1.61878,2.86619,44.2477
25.74,6.97831,1.65496,2.90038,45.7929
25.76,7.13123,1.69216,2.93496,47.3664
25.78,7.28436,1.73017,2.96995,48.9698
25.8,6.60253,1.00616,2.66934,35.3675
25.82,6.74859,1.05264,2.70118,36.7033
25.84,6.89486,1.09967,2.7334,38.0602
25.86,7.04132,1.147,2.76601,39.4394
25.88,7.18795,1.1947,2.79901,40.8414
25.9,7.33473,1.24252,2.83241,42.2672
25.92,7.48164,1.29054,2.86619,43.7173
25.94,7.62866,1.33872,2.90038,45.1923
25.96,7.77575,1.38708,2.93496,46.6927
25.98,7.92291,1.43561,2.96995,48.2193
26,6.48583,1.72004,2.66934,35.1408
26.02,6.61728,1.7634,2.70118,36.4783
26.04,6.7489,1.8074,2.7334,37.8532
26.06,6.88069,1.85196,2.76601,39.2665
26.08,7.01263,1.89735,2.79901,40.7198
26.1,7.14468,1.94348,2.83241,42.2142
26.12,7.27684,1.99026,2.86619,43.7511
26.14,7.40909,2.03756,2.90038,45.3315
26.16,7.54142,2.08542,2.93496,46.9566
26.18,7.6738,2.13359,2.96995,48.627
26.2,6.24794,3.40022,2.66934,36.1138
26.22,6.3684,3.48294,2.70118,37.6954
26.24,6.48909,3.5657,2.7334,39.3334
26.26,6.60999,3.64846,2.76601,41.029
26.28,6.73109,3.73124,2.79901,42.7839
26.3,6.85236,3.81416,2.83241,44.5997
26.32,6.9738,3.89698,2.86619,46.4773
26.34,7.09538,3.9798,2.90038,48.4183
26.36,7.21707,4.0626,2.93496,50.4238
26.38,7.33886,4.14536,2.96995,52.4953
26.4,6.43776,2.51563,2.66934,36.7532
26.42,6.55553,2.53478,2.70118,38.3057
26.44,6.6735,2.5535,2.7334,39.8924
26.46,6.79167,2.57223,2.76601,41.5152
26.48,6.91001,2.5908,2.79901,43.1747
26.5,7.02851,2.60946,2.83241,44.8727
26.52,7.14716,2.62808,2.86619,46.6098
26.54,7.26595,2.64666,2.90038,48.387
26.56,7.38486,2.66519,2.93496,50.2054
26.58,7.5039,2.68372,2.96995,52.0659
26.6,6.90961,0.685361,2.66934,35.8715
26.62,7.02613,0.656463,2.70118,37.2569
26.64,7.14283,0.630492,2.7334,38.665
26.66,7.25969,0.607823,2.76601,40.0968
26.68,7.37671,0.588819,2.79901,41.553
26.7,7.49387,0.573879,2.83241,43.0344
26.72,7.61117,0.563311,2.86619,44.5415
26.74,7.7286,0.557394,2.90038,46.0755
26.76,7.84615,0.556347,2.93496,47.6366
26.78,7.96383,0.560103,2.96995,49.2262
26.8,7.1707,1.16522,2.66934,34.7481
26.82,7.28525,1.20991,2.70118,36.0895
26.84,7.4,1.25687,2.7334,37.4531
26.86,7.51492,1.30582,2.76601,38.8395
26.88,7.63001,1.35668,2.79901,40.2494
26.9,7.74527,1.40927,2.83241,41.6836
26.92,7.86067,1.46301,2.86619,43.1433
26.94,7.97623,1.51794,2.90038,44.629
26.96,8.09194,1.57401,2.93496,46.1415
26.98,8.2078,1.63102,2.96995,47.6816
27,7.52708,0.967654,2.66934,34.1396
27.02,7.63405,1.01825,2.70118,35.4655
27.04,7.74127,1.06887,2.7334,36.8147
27.06,7.84874,1.1196,2.76601,38.1879
27.08,7.95644,1.17036,2.79901,39.5863
27.1,8.0644,1.22119,2.83241,41.0104
27.12,8.17259,1.27205,2.86619,42.4613
27.14,8.28103,1.32298,2.90038,43.9398
27.16,8.38971,1.37387,2.93496,45.447
27.18,8.49864,1.42477,2.96995,46.9838
27.2,6.79587,1.40495,2.66934,34.3138
27.22,6.89582,1.43306,2.70118,35.7697
27.24,6.99615,1.46109,2.7334,37.2646
27.26,7.09687,1.48885,2.76601,38.7993
27.28,7.19796,1.51652,2.79901,40.3751
27.3,7.29941,1.54416,2.83241,41.9931
27.32,7.40122,1.57189,2.86619,43.6546
27.34,7.50338,1.5998,2.90038,45.3612
27.36,7.60587,1.62769,2.93496,47.1133
27.38,7.7087,1.6557,2.96995,48.9126
27.4,6.95085,0.973298,2.66934,35.011
27.42,7.04668,0.987368,2.70118,36.4831
27.44,7.14291,1.00175,2.7334,37.9878
27.46,7.23952,1.01656,2.76601,39.5262
27.48,7.33652,1.0318,2.79901,41.0996
27.5,7.43388,1.04751,2.83241,42.709
27.52,7.53161,1.06359,2.86619,44.3553
27.54,7.62968,1.07999,2.90038,46.0394
27.56,7.7281,1.09682,2.93496,47.7627
27.58,7.82685,1.11398,2.96995,49.5261
27.6,5.82158,4.46405,2.66934,35.1919
27.62,5.90991,4.57421,2.70118,36.7664
27.64,5.99872,4.6849,2.7334,38.3991
27.66,6.08799,4.79589,2.76601,40.0911
27.68,6.17771,4.90721,2.79901,41.8443
27.7,6.26785,5.01883,2.83241,43.6601
27.72,6.35841,5.13076,2.86619,45.5403
27.74,6.44938,5.24296,2.90038,47.4861
27.76,6.54073,5.35555,2.93496,49.4994
27.78,6.63247,5.46831,2.96995,51.5814
27.8,5.39081,5.11389,2.66934,36.2298
27.82,5.47007,5.20486,2.70118,37.8739
27.84,5.54985,5.29596,2.7334,39.5667
27.86,5.63013,5.38724,2.76601,41.3102
27.88,5.71089,5.47819,2.79901,43.1046
27.9,5.79213,5.56907,2.83241,44.952
27.92,5.87381,5.66009,2.86619,46.8545
27.94,5.95593,5.75114,2.90038,48.8135
27.96,6.03848,5.84207,2.93496,50.8299
27.98,6.12143,5.93308,2.96995,52.906
28,5.21186,4.41029,2.66934,36.3979
28.02,5.28618,4.44725,2.70118,37.9045
28.04,5.36099,4.48439,2.7334,39.4448
28.06,5.43629,4.52158,2.76601,41.0198
28.08,5.51206,4.55871,2.79901,42.6305
28.1,5.58781,4.59576,2.83241,44.278
28.12,5.66304,4.6324,2.86619,45.9599
28.14,5.73776,4.66838,2.90038,47.6766
28.16,5.81194,4.70374,2.93496,49.4287
28.18,5.88559,4.73846,2.96995,51.2171
28.2,4.87606,4.20425,2.66934,35.9444
28.22,4.93821,4.22008,2.70118,37.3843
28.24,4.99992,4.23525,2.7334,38.8508
28.26,5.06116,4.24985,2.76601,40.3448
28.28,5.12195,4.26383,2.79901,41.8671
28.3,5.18228,4.27727,2.83241,43.4185
28.32,5.24215,4.2901,2.86619,44.9996
28.34,5.30266,4.30205,2.90038,46.6113
28.36,5.36484,4.31451,2.93496,48.2631
28.38,5.42861,4.3275,2.96995,49.956
28.4,5.11822,2.13345,2.66934,35.6869
28.42,5.17905,2.0844,2.70118,36.9933
28.44,5.24137,2.03673,2.7334,38.3246
28.46,5.30511,1.99067,2.76601,39.6818
28.48,5.37019,1.94654,2.79901,41.0659
28.5,5.43653,1.90433,2.83241,42.4775
28.52,5.50406,1.86398,2.86619,43.9171
28.54,5.57272,1.82565,2.90038,45.3856
28.56,5.64244,1.78942,2.93496,46.8836
28.58,5.71315,1.75576,2.96995,48.4123
28.6,4.83901,1.6148,2.66934,35.0698
28.62,4.90499,1.57134,2.70118,36.4123
28.64,4.97191,1.52924,2.7334,37.7789
28.66,5.0397,1.4888,2.76601,39.1706
28.68,5.10829,1.4503,2.79901,40.5883
28.7,5.17765,1.41367,2.83241,42.0326
28.72,5.2477,1.37922,2.86619,43.5044
28.74,5.31842,1.34699,2.90038,45.0044
28.76,5.38973,1.31726,2.93496,46.5334
28.78,5.46161,1.29031,2.96995,48.0924
28.8,4.43655,1.64204,2.66934,34.5282
28.82,4.50348,1.60698,2.70118,35.8874
28.84,4.57087,1.5725,2.7334,37.2719
28.86,4.63868,1.53856,2.76601,38.6825
28.88,4.70685,1.50487,2.79901,40.1197
28.9,4.77537,1.47162,2.83241,41.5844
28.92,4.84418,1.43871,2.86619,43.0775
28.94,4.91326,1.4064,2.90038,44.6
28.96,4.98257,1.37466,2.93496,46.1526
28.98,5.05209,1.34375,2.96995,47.7366
29,4.66636,1.38403,2.66934,34.3432
29.02,4.7308,1.38622,2.70118,35.6956
29.04,4.7955,1.39164,2.7334,37.0723
29.06,4.86043,1.40023,2.76601,38.474
29.08,4.92557,1.41198,2.79901,39.9016
29.1,4.99088,1.42689,2.83241,41.3561
29.12,5.05634,1.44486,2.86619,42.8384
29.14,5.12194,1.46561,2.90038,44.3485
29.16,5.18764,1.48915,2.93496,45.8876
29.18,5.25342,1.51532,2.96995,47.4565
29.2,5.08246,1.96691,2.66934,34.0725
29.22,5.14675,2.06192,2.70118,35.3623
29.24,5.21107,2.15833,2.7334,36.6742
29.26,5.2754,2.25603,2.76601,38.0088
29.28,5.33972,2.35481,2.79901,39.3669
29.3,5.40401,2.45449,2.83241,40.7495
29.32,5.46826,2.55506,2.86619,42.157
29.34,5.53243,2.65632,2.90038,43.5904
29.36,5.59652,2.75832,2.93496,45.0502
29.38,5.66051,2.86102,2.96995,46.5372
29.4,5.16818,2.35223,2.66934,33.5246
29.42,5.22823,2.43559,2.70118,34.8328
29.44,5.28813,2.51928,2.7334,36.1627
29.46,5.34786,2.60332,2.76601,37.515
29.48,5.40739,2.68768,2.79901,38.8905
29.5,5.46671,2.7721,2.83241,40.2901
29.52,5.52578,2.85678,2.86619,41.7142
29.54,5.58458,2.94159,2.90038,43.1638
29.56,5.64308,3.02662,2.93496,44.6393
29.58,5.70126,3.11174,2.96995,46.1415
29.6,5.25623,2.89012,2.66934,33.4213
29.62,5.31154,2.9484,2.70118,34.7745
29.64,5.36665,3.00676,2.7334,36.1543
29.66,5.42154,3.06518,2.76601,37.5613
29.68,5.47616,3.12366,2.79901,38.9965
29.7,5.5305,3.18215,2.83241,40.4605
29.72,5.58454,3.24064,2.86619,41.9541
29.74,5.63823,3.29906,2.90038,43.4781
29.76,5.69157,3.35748,2.93496,45.033
29.78,5.74452,3.41587,2.96995,46.6194
29.8,5.18932,3.69255,2.66934,33.7417
29.82,5.24059,3.76257,2.70118,35.2004
29.84,5.29167,3.83221,2.7334,36.6981
29.86,5.34252,3.90148,2.76601,38.2358
29.88,5.39314,3.97035,2.79901,39.8143
29.9,5.4435,4.03885,2.83241,41.4347
29.92,5.49359,4.10697,2.86619,43.0977
29.94,5.5434,4.17469,2.90038,44.8038
29.96,5.59291,4.24198,2.93496,46.5539
29.98,5.64211,4.30885,2.96995,48.3491
30,5.24216,4.62848,2.66934,34.6803
30.02,5.29205,4.7058,2.70118,36.2314
30.04,5.34183,4.78263,2.7334,37.8222
30.06,5.39147,4.85897,2.76601,39.4536
30.08,5.44098,4.93474,2.79901,41.1258
30.1,5.49035,5.00993,2.83241,42.8396
30.12,5.53957,5.08457,2.86619,44.5962
30.14,5.58863,5.15859,2.90038,46.3959
30.16,5.63754,5.232,2.93496,48.2391
30.18,5.6863,5.3048,2.96995,50.1269
30.2,5.19592,2.22815,2.66934,35.3683
30.22,5.23443,2.28474,2.70118,36.5205
30.24,5.27261,2.34143,2.7334,37.6891
30.26,5.31048,2.39802,2.76601,38.8751
30.28,5.34807,2.45463,2.79901,40.0791
30.3,5.38536,2.5112,2.83241,41.3019
30.32,5.42238,2.5677,2.86619,42.5444
30.34,5.45911,2.62419,2.90038,43.8069
30.36,5.49559,2.68066,2.93496,45.0901
30.38,5.53184,2.73719,2.96995,46.3951
30.4,5.20389,3.16408,2.66934,36.6569
30.42,5.24468,3.20965,2.70118,37.9462
30.44,5.28553,3.25524,2.7334,39.2586
30.46,5.32646,3.30054,2.76601,40.5952
30.48,5.36747,3.3455,2.79901,41.9566
30.5,5.4086,3.39019,2.83241,43.3437
30.52,5.44986,3.4348,2.86619,44.7569
30.54,5.49128,3.47941,2.90038,46.1969
30.56,5.53286,3.52381,2.93496,47.6645
30.58,5.57462,3.56799,2.96995,49.1603
30.6,4.76727,1.55141,2.66934,36.9564
30.62,4.80374,1.52304,2.70118,38.3221
30.64,4.84066,1.49488,2.7334,39.7242
30.66,4.87809,1.46703,2.76601,41.1638
30.68,4.91603,1.43952,2.79901,42.6418
30.7,4.95451,1.4122,2.83241,44.1594
30.72,4.99355,1.38539,2.86619,45.7172
30.74,5.03319,1.35901,2.90038,47.3166
30.76,5.07346,1.33315,2.93496,48.9581
30.78,5.11436,1.30807,2.96995,50.6423
30.8,5.44124,4.19289,2.66934,36.7498
30.82,5.49056,4.26668,2.70118,38.074
30.84,5.54059,4.34036,2.7334,39.4196
30.86,5.59132,4.4136,2.76601,40.7879
30.88,5.64278,4.48656,2.79901,42.1793
30.9,5.69498,4.55917,2.83241,43.5946
30.92,5.74795,4.63148,2.86619,45.0344
30.94,5.80168,4.70367,2.90038,46.499
30.96,5.8562,4.77557,2.93496,47.9895
30.98,5.91152,4.84692,2.96995,49.5068
31,4.97188,2.56957,2.66934,35.4479
31.02,5.03937,2.58601,2.70118,36.9427
31.04,5.10813,2.60304,2.7334,38.483
31.06,5.17814,2.62069,2.76601,40.0694
31.08,5.24941,2.63891,2.79901,41.7032
31.1,5.32192,2.65779,2.83241,43.385
31.12,5.39566,2.67726,2.86619,45.1156
31.14,5.47064,2.69722,2.90038,46.8964
31.16,5.54685,2.71786,2.93496,48.7274
31.18,5.62427,2.73896,2.96995,50.6105
31.2,5.26511,2.29855,2.66934,35.4689
31.22,5.34092,2.29179,2.70118,36.9763
31.24,5.41804,2.28487,2.7334,38.5175
31.26,5.49647,2.27781,2.76601,40.0934
31.28,5.57619,2.27077,2.79901,41.7048
31.3,5.6572,2.26355,2.83241,43.3528
31.32,5.73947,2.25642,2.86619,45.038
31.34,5.82298,2.24923,2.90038,46.7613
31.36,5.90772,2.24188,2.93496,48.524
31.38,5.99367,2.23449,2.96995,50.3266
31.4,4.78072,1.04407,2.66934,35.4008
31.42,4.85733,1.1234,2.70118,36.9451
31.44,4.93555,1.2055,2.7334,38.5422
31.46,5.01534,1.28988,2.76601,40.1937
31.48,5.09669,1.37612,2.79901,41.9012
31.5,5.17955,1.46411,2.83241,43.6668
31.52,5.2639,1.55331,2.86619,45.4914
31.54,5.34972,1.6435,2.90038,47.3765
31.56,5.43696,1.73449,2.93496,49.3232
31.58,5.52561,1.82608,2.96995,51.3329
31.6,5.26301,0.750538,2.66934,36.4567
31.62,5.35638,0.747278,2.70118,37.9892
31.64,5.45115,0.745327,2.7334,39.5557
31.66,5.54729,0.74472,2.76601,41.1574
31.68,5.64477,0.745382,2.79901,42.7957
31.7,5.74353,0.747393,2.83241,44.4708
31.72,5.84356,0.750645,2.86619,46.1843
31.74,5.94482,0.75516,2.90038,47.9368
31.76,6.04729,0.76093,2.93496,49.7295
31.78,6.15091,0.767891,2.96995,51.5635
31.8,5.03885,2.12474,2.66934,36.1607
31.82,5.1404,2.20549,2.70118,37.7661
31.84,5.24333,2.28644,2.7334,39.4172
31.86,5.3476,2.36766,2.76601,41.1156
31.88,5.45318,2.44922,2.79901,42.8629
31.9,5.56001,2.53098,2.83241,44.6602
31.92,5.66806,2.61283,2.86619,46.5087
31.94,5.77729,2.69474,2.90038,48.4096
31.96,5.88766,2.77692,2.93496,50.3651
31.98,5.99914,2.85912,2.96995,52.3757
32,5.67169,0.453844,2.66934,36.1265
32.02,5.77736,0.472739,2.70118,37.5345
32.04,5.88417,0.491492,2.7334,38.9675
32.06,5.99209,0.51025,2.76601,40.4264
32.08,6.10106,0.528944,2.79901,41.912
32.1,6.21105,0.547574,2.83241,43.4251
32.12,6.32203,0.56617,2.86619,44.9666
32.14,6.43396,0.584717,2.90038,46.5372
32.16,6.5468,0.603251,2.93496,48.1381
32.18,6.66053,0.621829,2.96995,49.7699
32.2,5.15552,3.17958,2.66934,35.6978
32.22,5.26604,3.27585,2.70118,37.2558
32.24,5.37774,3.3717,2.7334,38.8605
32.26,5.49056,3.46726,2.76601,40.5137
32.28,5.60445,3.56254,2.79901,42.2166
32.3,5.71937,3.65759,2.83241,43.9708
32.32,5.83529,3.75237,2.86619,45.7775
32.34,5.95216,3.84678,2.90038,47.6379
32.36,6.06995,3.9407,2.93496,49.5529
32.38,6.18862,4.03429,2.96995,51.5241
32.4,5.31594,4.12108,2.66934,36.1451
32.42,5.41383,4.19678,2.70118,37.4801
32.44,5.51287,4.27222,2.7334,38.8467
32.46,5.61302,4.34745,2.76601,40.2463
32.48,5.71422,4.4224,2.79901,41.6797
32.5,5.81644,4.49709,2.83241,43.1483
32.52,5.91962,4.57142,2.86619,44.653
32.54,6.02373,4.64527,2.90038,46.1946
32.56,6.12875,4.71866,2.93496,47.7748
32.58,6.23463,4.79182,2.96995,49.3949
32.6,5.39982,3.63622,2.66934,37.0446
32.62,5.49795,3.6745,2.70118,38.4412
32.64,5.59716,3.7125,2.7334,39.8678
32.66,5.69739,3.75005,2.76601,41.3251
32.68,5.79863,3.78709,2.79901,42.814
32.7,5.90082,3.82363,2.83241,44.3355
32.72,6.00393,3.8598,2.86619,45.8906
32.74,6.10794,3.89549,2.90038,47.4803
32.76,6.21278,3.93081,2.93496,49.1054
32.78,6.31844,3.96566,2.96995,50.7667
32.8,5.90009,2.71174,2.66934,37.303
32.82,5.99831,2.7099,2.70118,38.622
32.84,6.09741,2.70808,2.7334,39.9632
32.86,6.19737,2.70654,2.76601,41.3277
32.88,6.29814,2.70543,2.79901,42.7164
32.9,6.39969,2.7045,2.83241,44.1299
32.92,6.502,2.70391,2.86619,45.569
32.94,6.60504,2.70346,2.90038,47.0343
32.96,6.70875,2.70323,2.93496,48.5265
32.98,6.8131,2.70338,2.96995,50.0464
33,6.17759,1.60707,2.66934,36.7869
33.02,6.27801,1.58659,2.70118,38.0913
33.04,6.37922,1.56826,2.7334,39.4173
33.06,6.48117,1.55221,2.76601,40.7659
33.08,6.58383,1.53848,2.79901,42.1375
33.1,6.68718,1.52723,2.83241,43.5331
33.12,6.79118,1.51866,2.86619,44.9534
33.14,6.89581,1.51277,2.90038,46.3991
33.16,7.00104,1.50946,2.93496,47.8708
33.18,7.10684,1.50869,2.96995,49.369
33.2,5.133,2.28339,2.66934,35.851
33.22,5.23709,2.25315,2.70118,37.2148
33.24,5.3422,2.22347,2.7334,38.6071
33.26,5.4483,2.19445,2.76601,40.0288
33.28,5.55532,2.16606,2.79901,41.4805
33.3,5.66324,2.13819,2.83241,42.9628
33.32,5.772,2.11106,2.86619,44.4765
33.34,5.88158,2.08451,2.90038,46.0222
33.36,5.99193,2.05882,2.93496,47.6008
33.38,6.10301,2.03377,2.96995,49.2127
33.4,6.22438,0.925241,2.66934,35.0567
33.42,6.32916,1.01055,2.70118,36.3066
33.44,6.43464,1.09869,2.7334,37.5767
33.46,6.54079,1.18903,2.76601,38.8676
33.48,6.64758,1.28104,2.79901,40.1803
33.5,6.75498,1.37431,2.83241,41.5154
33.52,6.86297,1.46875,2.86619,42.8734
33.54,6.97153,1.56413,2.90038,44.2553
33.56,7.08062,1.66012,2.93496,45.6617
33.58,7.19024,1.75684,2.96995,47.0933
33.6,6.33953,0.855674,2.66934,34.5894
33.62,6.44179,0.90583,2.70118,35.8856
33.64,6.54474,0.958193,2.7334,37.204
33.66,6.64834,1.01241,2.76601,38.5453
33.68,6.75256,1.0682,2.79901,39.9105
33.7,6.8574,1.12531,2.83241,41.3002
33.72,6.96282,1.18356,2.86619,42.7151
33.74,7.0688,1.24276,2.90038,44.1563
33.76,7.17532,1.30282,2.93496,45.6242
33.78,7.28237,1.36364,2.96995,47.1194
33.8,6.81843,1.93933,2.66934,34.4941
33.82,6.91476,1.99095,2.70118,35.8222
33.84,7.0117,2.04297,2.7334,37.1782
33.86,7.10924,2.0953,2.76601,38.5629
33.88,7.20737,2.14791,2.79901,39.9773
33.9,7.30606,2.20081,2.83241,41.4222
33.92,7.40529,2.25401,2.86619,42.8986
33.94,7.50506,2.30742,2.90038,44.4072
33.96,7.60535,2.3612,2.93496,45.9493
33.98,7.70614,2.41519,2.96995,47.5255
34,7.21804,2.52567,2.66934,34.6709
34.02,7.3148,2.58306,2.70118,36.0241
34.04,7.41213,2.64078,2.7334,37.4024
34.06,7.51002,2.69885,2.76601,38.8068
34.08,7.60846,2.75721,2.79901,40.2382
34.1,7.70743,2.81581,2.83241,41.697
34.12,7.80692,2.87461,2.86619,43.1842
34.14,7.9069,2.93374,2.90038,44.7011
34.16,8.00738,2.99307,2.93496,46.2482
34.18,8.10833,3.05267,2.96995,47.8265
34.2,7.23332,2.36772,2.66934,34.5006
34.22,7.32869,2.41389,2.70118,35.8822
34.24,7.42466,2.46047,2.7334,37.2891
34.26,7.52121,2.50748,2.76601,38.7224
34.28,7.61832,2.55488,2.79901,40.183
34.3,7.716,2.60265,2.83241,41.6718
34.32,7.81421,2.65075,2.86619,43.1892
34.34,7.91296,2.69918,2.90038,44.7359
34.36,8.01222,2.74792,2.93496,46.3131
34.38,8.112,2.79699,2.96995,47.9218
34.4,6.68276,1.00382,2.66934,34.1381
34.42,6.77532,0.999653,2.70118,35.4767
34.44,6.86855,0.996925,2.7334,36.8434
34.46,6.96245,0.99564,2.76601,38.239
34.48,7.057,0.995819,2.79901,39.6643
34.5,7.15219,0.997494,2.83241,41.1199
34.52,7.24799,1.00066,2.86619,42.6069
34.54,7.34439,1.0053,2.90038,44.1259
34.56,7.44138,1.01132,2.93496,45.6784
34.58,7.53894,1.01882,2.96995,47.2645
34.6,7.038,1.63992,2.66934,34.4778
34.62,7.13343,1.69749,2.70118,35.817
34.64,7.22946,1.75573,2.7334,37.18
34.66,7.32608,1.81472,2.76601,38.5672
34.68,7.42328,1.87438,2.79901,39.9795
34.7,7.52105,1.93468,2.83241,41.4175
34.72,7.61937,1.99572,2.86619,42.8818
34.74,7.71822,2.05718,2.90038,44.3738
34.76,7.81761,2.11893,2.93496,45.8944
34.78,7.91751,2.18106,2.96995,47.4442
34.8,7.16102,2.29451,2.66934,34.2539
34.82,7.26069,2.37624,2.70118,35.563
34.84,7.36088,2.45775,2.7334,36.8953
34.86,7.46159,2.53935,2.76601,38.2512
34.88,7.5628,2.62104,2.79901,39.6314
34.9,7.66449,2.70277,2.83241,41.0369
34.92,7.76667,2.78445,2.86619,42.4685
34.94,7.8693,2.86607,2.90038,43.927
34.96,7.97239,2.94778,2.93496,45.4131
34.98,8.07593,3.02931,2.96995,46.9279
35,7.53875,3.50249,2.66934,34.0088
35.02,7.64278,3.59391,2.70118,35.304
35.04,7.74722,3.68542,2.7334,36.6215
